Genotype,Envir,Row,Column,silking,R,C,silking_spats_residuals,silking_spats_geno_pred_values,silking_spats_adj_pheno
F04401,Ner12R_block_22,32,3,74.2429872652,32,3,-1.36082550214141,75.2154722688046,73.8546467666632
F618,Ner12R_block_22,20,7,77.1954860675,20,7,0.390681194130352,76.9669789650764,77.3576601592067
F748,Ner12R_block_22,20,6,72.7618835003,20,6,-1.72245504945579,74.8538427214902,73.1313876720345
HMV5343,Ner12R_block_22,32,6,74.2429872652,32,6,-2.37533756483025,74.2009602061159,71.8256226412856
I267,Ner12R_block_22,8,6,80.8764113743,8,6,2.33485005989168,78.9111478308377,81.2459978907294
LH123Ht,Ner12R_block_22,20,3,83.5272539732,20,3,3.96944222290782,80.5457399938537,84.5151822167615
Lo1261,Ner12R_block_22,20,1,72.7618835003,20,1,-1.20544199349706,75.3708557774491,74.165413783952
Lo1282,Ner12R_block_22,8,3,82.1461213448,8,3,2.57392810205363,79.1502258729996,81.7241539750532
Lo1301,Ner12R_block_22,32,1,77.1954860675,32,1,0.792210432386895,77.368508203333,78.1607186357199
MS71,Ner12R_block_22,8,1,74.2429872652,8,1,-1.63924368595275,74.9370540849933,73.2978103990406
PHG35,Ner12R_block_22,32,4,78.5924166874,32,4,0.47588775312579,77.0521855240719,77.5280732771977
PHG86,Ner12R_block_22,8,7,74.2429872652,8,7,-0.850265597693095,75.7260321732529,74.8757665755598
UH_P060,Ner12R_block_22,8,5,72.7618835003,8,5,-1.85396518251471,74.7223325884314,72.8683674059167
UH250,Ner12R_block_22,20,5,68.7503943227,20,5,-3.62466983912806,72.9516279318181,69.32695809269
UH304,Ner12R_block_22,20,2,67.1130688606,20,2,-4.133467877312,72.4428298936342,68.3093620163222
B100,Ner12R_block_19,19,4,75.7721262276,19,4,0.789439766902447,76.935888377885,77.7253281447875
B105,Ner12R_block_19,7,5,78.5924166874,7,5,1.5772797792696,77.7237283902522,79.3010081695218
B37,Ner12R_block_19,31,7,83.5272539732,31,7,-0.668956327426102,75.4774922835567,74.8085359561306
DK78010,Ner12R_block_19,19,7,68.7503943227,19,7,-0.917259874906009,75.2291887360766,74.3119288611706
EC136,Ner12R_block_19,7,4,68.7503943227,7,4,-2.09581827414904,74.0506303368338,71.9548120626848
EZ18,Ner12R_block_19,7,7,83.5272539732,7,7,0.734958335997291,76.8814069469799,77.6163652829772
EZ35,Ner12R_block_19,31,3,83.5272539732,31,3,0.402951803796555,76.5494004147792,76.9523522185757
F04401,Ner12R_block_19,19,6,70.1020957105,19,6,-0.354976181656312,75.7914724293263,75.43649624767
F922,Ner12R_block_19,31,1,77.1954860675,31,1,-1.40650662425284,74.7399419867301,73.3334353624772
I198,Ner12R_block_19,7,2,82.1461213448,7,2,1.97428085816935,78.1207294691519,80.0950103273213
Lo1187,Ner12R_block_19,19,3,74.2429872652,19,3,1.08845242999642,77.2349010409789,78.3233534709753
Lo1253,Ner12R_block_19,7,1,77.1954860675,7,1,-1.22186092307669,74.9245876879061,73.7027267648294
Lo1274,Ner12R_block_19,31,4,80.8764113743,31,4,-1.0184919227772,75.1279566882056,74.1094647654284
N25,Ner12R_block_19,31,5,86.3933925839,31,5,0.737623240732461,76.884071851715,77.6216950924474
Oh33,Ner12R_block_19,31,6,87.7888845487,31,6,0.95683200325125,77.1032806142338,78.0601126174851
PHW65,Ner12R_block_19,7,6,77.1954860675,7,6,-0.742241178001748,75.4042074329809,74.6619662549792
UH_P087,Ner12R_block_19,19,2,67.1130688606,19,2,-0.526550262161223,75.6198983488215,75.0933480866603
W117,Ner12R_block_19,31,2,84.9612950321,31,2,1.22314642488517,77.3695950358677,78.5927414607529
W9,Ner12R_block_19,19,5,71.3778600686,19,5,-0.532303074594196,75.6141455363884,75.0818424617942
B100,Deb12R_block_28,14,4,72.4142076817,14,4,0.164251243082987,71.0710190579103,71.2352703009932
B104,Deb12R_block_28,30,2,73.3721410878,30,2,0.955105221500474,71.8618730363278,72.8169782578283
EP72,Deb12R_block_28,48,7,76.2782631063,48,7,1.29482105006991,72.2015888648972,73.4964099149671
EZ37,Deb12R_block_28,48,2,68.1215767585,48,2,-0.786117095722574,70.1206507191046,69.3345336233821
EZ48,Deb12R_block_28,14,2,72.4142076817,14,2,-0.0208929208143474,70.8858748940131,70.8649819731987
F918,Deb12R_block_28,48,4,73.3721410878,48,4,1.95751558531147,72.8642834001388,74.8217989854502
F98902,Deb12R_block_28,48,5,71.0427983458,48,5,0.260290782258437,71.1670585970857,71.4273493793441
I267,Deb12R_block_28,14,3,73.3721410878,14,3,0.225964673532673,71.13273248836,71.3586971618927
Lo1056,Deb12R_block_28,30,3,77.6345701728,30,3,3.00831743343245,73.9150852482598,76.9234026816922
Lo1282,Deb12R_block_28,14,5,73.3721410878,14,5,1.02230479279406,71.9290726076213,72.9513774004154
Lo1301,Deb12R_block_28,30,1,73.3721410878,30,1,1.00779039905679,71.914558213884,72.9223486129408
MS71,Deb12R_block_28,14,1,68.1215767585,14,1,-1.7108706642363,69.195897150591,67.4850264863547
N192,Deb12R_block_28,48,3,65.7698661507,48,3,-1.86757060909922,69.039197205728,67.1716265966288
PHG83,Deb12R_block_28,30,7,73.3721410878,30,7,1.15829602175272,72.0650638365799,73.2233598583327
PHG86,Deb12R_block_28,14,7,68.1215767585,14,7,-0.00920948408555944,70.8975583307416,70.888348846656
UH_6102,Deb12R_block_28,30,4,66.8932531126,30,4,-2.1296678158308,68.7770999989964,66.6474321831656
UH_P060,Deb12R_block_28,14,6,65.7698661507,14,6,-1.36138618990985,69.5453816249174,68.1839954350076
UH_P104,Deb12R_block_28,48,6,65.7698661507,48,6,-2.36101842360648,68.5457493912207,66.1847309676142
W95115,Deb12R_block_28,30,6,68.1215767585,30,6,-0.807923999486761,70.0988438153404,69.2909198158537
B100,Deb12R_block_8,21,12,71.0427983458,21,12,-0.573078714196058,69.908218245616,69.3351395314199
B84,Deb12R_block_8,7,10,71.0427983458,7,10,0.494693268386797,70.9759902281987,71.4706834965855
DKIBO2,Deb12R_block_8,39,13,65.7698661507,39,13,-0.160555468034033,70.3207414917779,70.1601860237439
EP55,Deb12R_block_8,21,8,73.3721410878,21,8,-0.11806917301557,70.3632277867965,70.2451586137809
EP67,Deb12R_block_8,7,13,65.7698661507,7,13,0.0350362114259752,70.516333171238,70.5513693826639
EP72,Deb12R_block_8,21,10,73.3721410878,21,10,-0.264194226199564,70.2171027336124,69.9529085074128
F218,Deb12R_block_8,39,14,65.7698661507,39,14,0.0366807550354764,70.5179777148474,70.5546584698829
F908,Deb12R_block_8,39,12,68.1215767585,39,12,0.0456534794665231,70.5269504392785,70.572603918745
F912,Deb12R_block_8,39,11,66.8932531126,39,11,-0.659197609367311,69.8220993504448,69.1629017410775
F98902,Deb12R_block_8,7,12,68.1215767585,7,12,0.525633446210748,71.0069304060226,71.5325638522333
HMV5347,Deb12R_block_8,7,11,64.6744337149,7,11,-1.00423911547905,69.4770578443332,68.4728187288541
IDT,Deb12R_block_8,21,14,73.3721410878,21,14,0.553934701567926,71.0352316613798,71.5891663629477
LH74,Deb12R_block_8,21,13,71.0427983458,21,13,-0.205702623636526,70.2755943361755,70.069891712539
Lo1223,Deb12R_block_8,7,9,68.1215767585,7,9,-0.8146633787713,69.6666335810409,68.8519702022695
Lo1266,Deb12R_block_8,21,11,72.4142076817,21,11,0.624206919234496,71.1055038790464,71.7297107982809
Lo1280,Deb12R_block_8,39,9,73.3721410878,39,9,0.477474760411113,70.9587717202231,71.4362464806342
PHG84,Deb12R_block_8,21,9,73.3721410878,21,9,0.204942118857986,70.68623907867,70.891181197528
PHG86,Deb12R_block_8,39,8,73.3721410878,39,8,-0.447806379477186,70.0334905803349,69.5856842008577
PHR36,Deb12R_block_8,7,8,72.4142076817,7,8,0.690758487424631,71.1720554472365,71.8628139346611
PHZ51,Deb12R_block_8,39,10,73.3721410878,39,10,0.610608398323493,71.0919053581353,71.7025137564588
W23,Deb12R_block_8,7,14,65.7698661507,7,14,-0.0521158581663599,70.4291811016455,70.3770652434792
B100,Gai13R_block_28,78,11,82.6769095268,78,11,-1.11558637055947,83.4948841568121,82.3792977862527
B73,Gai13R_block_28,76,2,87.5082865147,76,2,0.938788989817425,85.5492595171889,86.4880485070064
DK78371A,Gai13R_block_28,72,2,87.5082865147,72,2,-0.104219662318371,84.5062508650531,84.4020312027347
EP2008-18,Gai13R_block_28,75,2,82.6769095268,75,2,-1.73842775152021,82.8720427758514,81.1336150243312
EP67,Gai13R_block_28,72,20,79.742995425,72,20,-0.590018865787357,84.0204516615843,83.4304327957969
EZ36,Gai13R_block_28,76,20,85.7952931765,76,20,1.03756437669715,85.6480349040687,86.6855992807658
EZ38,Gai13R_block_28,78,2,85.7952931765,78,2,0.605469465370646,85.2159399927422,85.8214094581129
F353,Gai13R_block_28,75,11,78.3268313656,75,11,-3.15597293606189,81.4544975913099,78.298524655248
F712,Gai13R_block_28,77,11,90.7357803826,77,11,2.95835435756091,87.5688248849322,90.5271792424931
FR697,Gai13R_block_28,72,11,84.2066964446,72,11,-0.0859802688935218,84.524490258478,84.4385099895845
Lo1063,Gai13R_block_28,75,20,85.7952931765,75,20,1.3863978980381,85.9968684254096,87.3832663234477
Lo1266,Gai13R_block_28,78,20,81.197629786,78,20,-1.95866869595395,82.6518018314177,80.6931331354638
Lo1301,Gai13R_block_28,73,2,82.6769095268,73,2,-2.25935739378207,82.3511131335897,80.0917557398076
NC358,Gai13R_block_28,76,11,90.7357803826,76,11,3.00345976546603,87.6139302928374,90.6173900583034
Oh02,Gai13R_block_28,74,2,90.7357803826,74,2,2.03024779510798,86.6407183224794,88.6709661175874
PHJ40,Gai13R_block_28,73,20,76.907533587,73,20,-2.35756375494647,82.2529067724252,79.8953430174788
SC-Malawi,Gai13R_block_28,73,11,95.9949455408,73,11,5.76453143136689,90.375001958738,96.1395333901049
UH_2500,Gai13R_block_28,74,11,79.742995425,74,11,-2.4042278949735,82.2062426323982,79.8020147374247
W9,Gai13R_block_28,77,2,81.197629786,77,2,-1.95479048462778,82.6556800427439,80.7008895581161
B100,Ner13R_block_11,6,16,79.8672955003,6,16,-0.197775965289338,78.8065902051035,78.6088142398142
CO109,Ner13R_block_11,2,19,72.685148523,2,19,-0.719783676803218,78.2845824935896,77.5647988167864
DKFAPW,Ner13R_block_11,10,15,79.8672955003,10,15,1.5999869271327,80.6043530975254,82.2043400246581
EC136,Ner13R_block_11,6,21,83.1617567537,6,21,0.800281334394157,79.8046475047868,80.6049288391809
EP29,Ner13R_block_11,6,20,79.8672955003,6,20,-0.809381731864164,78.1949844385287,77.3856027066646
EP67,Ner13R_block_11,10,17,75.7266897951,10,17,-0.564797185174498,78.4395689852183,77.8747718000438
EZ36,Ner13R_block_11,10,21,79.8672955003,10,21,-1.60654210377466,77.3978240666182,75.7912819628436
EZ37,Ner13R_block_11,6,19,79.8672955003,6,19,-0.473332765036261,78.5310334053565,78.0577006403203
EZ48,Ner13R_block_11,10,20,88.8632833391,10,20,3.60270554164177,82.6070717120343,86.2097772536761
F218,Ner13R_block_11,2,15,72.685148523,2,15,-1.6480908121585,77.3562753582344,75.7081845460759
F354,Ner13R_block_11,10,16,69.2650163654,10,16,-2.9422629660309,76.0621032043621,73.1198402383312
F618,Ner13R_block_11,6,17,78.5569075375,6,17,-1.07719531785557,77.9271708525373,76.8499755346817
F888,Ner13R_block_11,10,18,79.8672955003,10,18,-0.481848467615777,78.5225177027772,78.0406692351614
IDT,Ner13R_block_11,2,18,84.7328259286,2,18,4.02950185935393,83.0338680297465,87.0633698891004
Lo1056,Ner13R_block_11,6,15,88.8632833391,6,15,2.9293789283808,81.9337450987735,84.8631240271543
Lo1172,Ner13R_block_11,10,19,78.5569075375,10,19,-0.531826226652612,78.4725399437404,77.9407137170878
Lo1290,Ner13R_block_11,6,18,84.7328259286,6,18,0.677194478218581,79.6815606486113,80.3587551268299
PH207,Ner13R_block_11,2,16,72.685148523,2,16,-0.350028465392569,78.6543377050002,78.3043092396076
UH_2500,Ner13R_block_11,2,21,77.2214168404,2,21,1.16163952775834,80.1660056981511,81.3276452259095
UH_P104,Ner13R_block_11,2,20,69.2650163654,2,20,-2.76798876860605,76.2363774017868,73.4683886331808
UH_P115,Ner13R_block_11,2,17,72.685148523,2,17,-0.629834144625846,78.374532025767,77.7446978811411
B100,Kar13W_block_7,7,2,71.9479437137,7,2,0.706064082909023,78.5875590506776,79.2936231335866
C103,Kar13W_block_7,8,5,77.5944548711,8,5,0.288048403157347,78.1695433709261,78.4575917740834
EA1027,Kar13W_block_7,17,5,67.2869986061,17,5,0.265393723792968,78.1468886915617,78.4122824153547
HMV5343,Kar13W_block_7,7,1,75.0251852667,7,1,0.215357968643062,78.0968529364116,78.3122109050547
HMV5409,Kar13W_block_7,17,1,62.7347000143,17,1,-0.0533705326185867,77.8281244351501,77.7747539025315
IDT,Kar13W_block_7,17,6,65.7692587506,17,6,0.0605179461377787,77.9420129139064,78.0025308600442
LH123Ht,Kar13W_block_7,17,3,71.9479437137,17,3,2.11556472894041,79.9970596967094,82.1126244256498
Lp5,Kar13W_block_7,7,4,67.2869986061,7,4,0.44075880646156,78.3222537742303,78.7630125806918
ML606,Kar13W_block_7,17,2,64.2677005306,17,2,-0.746979371421745,77.1345155963469,76.3875362249252
N22,Kar13W_block_7,8,7,77.5944548711,8,7,0.31113152431702,78.1926264920856,78.5037580164026
NK807,Kar13W_block_7,7,3,64.2677005306,7,3,-1.58726299295046,76.2942319748181,74.7069689818677
PB98TR,Kar13W_block_7,8,6,76.1820172518,8,6,-0.349088666491028,77.5324063012774,77.1833176347864
PHG83,Kar13W_block_7,17,4,64.2677005306,17,4,-1.67371502361711,76.2077799441514,74.5340649205343
PHK76,Kar13W_block_7,17,7,64.2677005306,17,7,0.00757940261703993,77.8890743703858,77.8966537730028
B100,Deb13R_block_34,10,17,74.4667327846,10,17,-2.09294737531943,73.7498898777302,71.6569425024108
B110,Deb13R_block_34,22,17,77.8867322419,22,17,0.795338124356491,76.6381753774062,77.4335135017626
B73,Deb13R_block_34,10,21,72.8469300201,10,21,0.262450164619068,76.1052874176686,76.3677375822877
EC242C,Deb13R_block_34,34,18,71.3157238594,34,18,-1.84140145414213,74.0014357989075,72.1600343447654
EZ18,Deb13R_block_34,34,17,80.8445197044,34,17,2.45273377086015,78.2955710239098,80.7483047947699
EZ38,Deb13R_block_34,34,15,77.8867322419,34,15,0.335759000064101,76.1785962531137,76.5143552531778
F7081,Deb13R_block_34,22,15,77.8867322419,22,15,0.586557252660981,76.4293945057105,77.0159517583715
I261,Deb13R_block_34,22,20,76.1611877157,22,20,0.554082369828436,76.396919622878,76.9510019927065
LH145,Deb13R_block_34,34,16,72.8469300201,34,16,-1.24470096807349,74.5981362849762,73.3534353169027
LH59,Deb13R_block_34,10,19,74.4667327846,10,19,-0.136322452045548,75.7065148010041,75.5701923489586
Lo1094,Deb13R_block_34,34,21,76.1611877157,34,21,0.994431905217098,76.8372691582667,77.8317010634838
Lo1124,Deb13R_block_34,10,18,77.8867322419,10,18,0.657798749060191,76.5006360021098,77.15843475117
Lo1282,Deb13R_block_34,10,16,79.3596071495,10,16,0.0843662118202957,75.9272034648699,76.0115696766902
Lo1290,Deb13R_block_34,22,18,77.8867322419,22,18,1.05095073863119,76.8937879916808,77.944738730312
ML606,Deb13R_block_34,10,20,71.3157238594,10,20,-0.69153398852643,75.1513032645232,74.4597692759967
N16,Deb13R_block_34,22,21,77.8867322419,22,21,0.820101927606501,76.662939180656,77.4830411082625
PHG83,Deb13R_block_34,22,16,72.8469300201,22,16,-1.2085527994046,74.634284453645,73.4257316542404
SC-Malawi,Deb13R_block_34,10,15,83.9729284181,10,15,0.881102004865582,76.7239392579151,77.6050412627807
UH_6102,Deb13R_block_34,34,20,69.944300775,34,20,-1.73190893945274,74.1109283135969,72.3790193741442
W602S,Deb13R_block_34,22,19,74.4667327846,22,19,-0.52830424262504,75.3145330104246,74.7862287677995
B100,Ner11R_block_4,7,15,70.5080925583,7,15,-1.28613097421712,71.8734513033772,70.58732032916
B73,Ner11R_block_4,2,12,75.1386450276,2,12,-0.424147023480984,73.4962805463774,73.0721335228965
B97,Ner11R_block_4,7,11,75.1386450276,7,11,-0.738536351584557,76.6172497031404,75.8787133515559
B97,Ner11R_block_4,12,20,76.129682844,12,20,1.97212709409176,76.6172497031404,78.5893767972322
DKFBHJ,Ner11R_block_4,2,20,74.1287196592,2,20,0.0323988195028164,74.3558046061141,74.3882034256169
EA3076,Ner11R_block_4,12,12,75.1386450276,12,12,0.2726660753316,74.8081479804443,75.0808140557759
EP2008-18,Ner11R_block_4,7,19,73.0764432719,7,19,-0.621339120008742,73.1250333781901,72.5036942581814
EP51,Ner11R_block_4,12,16,73.0764432719,12,16,-0.00280739517452844,74.289523006944,74.2867156117695
EZ37,Ner11R_block_4,2,15,75.1386450276,2,15,-0.119947864033549,74.0689864433097,73.9490385792761
F353,Ner11R_block_4,7,16,70.5080925583,7,16,-1.34354506817002,71.7653596497592,70.4218145815892
F748,Ner11R_block_4,12,11,76.129682844,12,11,0.506130666405284,75.2476841983471,75.7538148647524
F912,Ner11R_block_4,2,19,74.1287196592,2,19,-0.066801897591219,74.1690426316141,74.1022407340229
F924,Ner11R_block_4,7,14,73.0764432719,7,14,0.179103517352644,73.1399451584299,73.3190486757825
F924,Ner11R_block_4,12,18,70.5080925583,12,18,-0.792522078067279,73.1399451584299,72.3474230803626
FR19,Ner11R_block_4,12,15,74.1287196592,12,15,0.252329460399565,74.7698608947193,75.0221903551189
LH74,Ner11R_block_4,2,18,74.1287196592,2,18,-0.167194154364665,73.980037383983,73.8128432296183
ML606,Ner11R_block_4,7,12,74.1287196592,7,12,0.141583883476315,74.5613637868433,74.7029476703197
N25,Ner11R_block_4,7,17,80.4159345167,7,17,2.03569723498424,78.1273495963934,80.1630468313776
NC290,Ner11R_block_4,2,11,80.4159345167,2,11,1.30463530948522,76.7510030064935,78.0556383159787
Oh33,Ner11R_block_4,12,14,74.1287196592,12,14,0.141933702022101,74.5620223788801,74.7039560809022
PB98TR,Ner11R_block_4,2,14,80.4159345167,2,14,1.52771768613451,77.4051941250403,78.9329118111748
PB98TR,Ner11R_block_4,12,13,77.2693275334,12,13,0.124398572029563,77.4051941250403,77.5295926970698
PH207,Ner11R_block_4,12,19,69.1356363634,12,19,-1.04338740182502,72.3304567586316,71.2870693568066
PHG83,Ner11R_block_4,2,17,76.129682844,2,17,0.42588590466687,75.0966099865415,75.5224958912084
PHK76,Ner11R_block_4,2,13,71.9162621594,2,13,-1.86641466663549,72.0096657819089,70.1432511152734
PHK76,Ner11R_block_4,7,18,73.0764432719,7,18,0.652635540192108,72.0096657819089,72.662301322101
UH_P089,Ner11R_block_4,12,17,70.5080925583,12,17,-0.784736581529202,72.8174102738841,72.0326736923549
W64A,Ner11R_block_4,7,20,74.1287196592,7,20,-0.311732889389958,73.7079189927473,73.3961861033574
B100,Ner11R_block_8,14,17,73.0764432719,14,17,2.37827180171735e-09,73.6234595580901,73.6234595604684
B105,Ner11R_block_8,4,13,75.1386450276,4,13,5.28439159097616e-09,74.7975736155792,74.7975736208636
B107,Ner11R_block_8,9,13,74.1287196592,9,13,5.5627253914281e-09,74.9100154720772,74.9100154776399
DKFBHJ,Ner11R_block_8,14,13,73.0764432719,14,13,5.73619729493657e-09,74.9801063097802,74.9801063155164
EC136,Ner11R_block_8,9,14,70.5080925583,9,14,-4.17242063122103e-09,70.9769367371342,70.9769367329618
EC232,Ner11R_block_8,14,11,70.5080925583,14,11,-1.04446939985792e-09,72.2406698396359,72.2406698385914
EP10,Ner11R_block_8,4,12,74.1287196592,4,12,-1.35423050551253e-08,74.4825623016978,74.4825622881555
EP10,Ner11R_block_8,9,11,73.0764432719,9,11,1.80469754695878e-08,74.4825623016978,74.4825623197448
EZ11A,Ner11R_block_8,9,16,71.9162621594,9,16,-2.23354845729773e-09,71.7602622004483,71.7602621982148
EZ40,Ner11R_block_8,9,20,73.0764432719,9,20,6.11226909086327e-08,71.6700282397873,71.67002830091
EZ40,Ner11R_block_8,14,16,70.5080925583,14,16,-6.35795913694892e-08,71.6700282397873,71.6700281762077
EZ47,Ner11R_block_8,14,12,73.0764432719,14,12,5.56282486741111e-09,74.9100641274841,74.9100641330469
F1808,Ner11R_block_8,4,11,70.5080925583,4,11,-2.66051358721597e-09,71.5877533763588,71.5877533736983
F7081,Ner11R_block_8,9,17,71.9162621594,9,17,-3.00731528568576e-09,71.4476410778817,71.4476410748744
F838,Ner11R_block_8,9,19,77.2693275334,9,19,-7.95792090002578e-08,76.1755552566599,76.1755551770806
F838,Ner11R_block_8,14,18,76.129682844,14,18,8.82744757291221e-08,76.1755552566599,76.1755553449343
HMV5405,Ner11R_block_8,4,16,71.9162621594,4,16,-5.49567857888178e-09,70.4423266246174,70.4423266191217
LH82,Ner11R_block_8,4,20,70.5080925583,4,20,-1.14515472660059e-08,68.0360855167864,68.0360855053348
Lp5,Ner11R_block_8,9,15,70.5080925583,9,15,-4.9453774408903e-09,70.6646332844919,70.6646332795465
N25,Ner11R_block_8,4,14,80.4159345167,4,14,1.68791416399472e-08,79.4819882674208,79.4819882842999
Oh33,Ner11R_block_8,9,18,74.1287196592,9,18,1.69482916589914e-09,73.3473572745395,73.3473572762343
PB116,Ner11R_block_8,4,19,74.1287196592,4,19,7.07578493575056e-08,72.1499478009236,72.1499478716814
PB116,Ner11R_block_8,14,15,70.5080925583,14,15,-7.20267649967354e-08,72.1499478009236,72.1499477288968
PH207,Ner11R_block_8,4,17,70.5080925583,4,17,-9.00665497738373e-09,69.0238341096869,69.0238341006802
PHG47,Ner11R_block_8,4,15,70.5080925583,4,15,-8.62179660998663e-09,69.1793188388181,69.1793188301963
PHG86,Ner11R_block_8,14,19,74.1287196592,14,19,3.11210612835566e-09,73.9199467309674,73.9199467340795
PHH93,Ner11R_block_8,14,20,74.1287196592,14,20,1.59232769192386e-08,73.7878967542618,73.787896770185
PHH93,Ner11R_block_8,14,14,71.9162621594,14,14,-1.31380062384778e-08,73.7878967542618,73.7878967411238
UH_P089,Ner11R_block_8,4,18,71.9162621594,4,18,-5.82896575451741e-09,70.307664898363,70.307664892534
B100,Kar11R_block_2,1,11,72.6775927413,1,11,-0.862641002166456,73.1968863321213,72.3342453299549
B104,Kar11R_block_2,1,12,77.2083448537,1,12,1.3704557094208,75.4299830437086,76.8004387531294
B73,Kar11R_block_2,6,12,72.6775927413,6,12,-0.823836897982147,73.2356904363055,72.4118535383234
B84,Kar11R_block_2,1,15,77.2083448537,1,15,1.48615613313658,75.5456834674242,77.0318396005608
B89,Kar11R_block_2,11,11,72.6775927413,11,11,-0.235670336905869,73.8238569973818,73.5881866604759
EP52,Kar11R_block_2,11,15,75.5445670441,11,15,0.46422580021769,74.5237531345054,74.9879789347231
EZ11A,Kar11R_block_2,6,11,75.5445670441,6,11,0.603780717590468,74.6633080518782,75.2670887694687
EZ47,Kar11R_block_2,11,12,74.6750897719,11,12,0.526545811251353,74.5860731455391,75.1126189567904
F838,Kar11R_block_2,6,15,72.6775927413,6,15,-0.59368986786339,73.4658374664243,72.8721475985609
HMV5422,Kar11R_block_2,11,13,72.6775927413,11,13,-0.615107561454408,73.4444197728332,72.8293122113788
NC290,Kar11R_block_2,6,13,75.5445670441,6,13,0.709147275103277,74.768674609391,75.4778218844943
Oh33,Kar11R_block_2,6,14,71.7640801164,6,14,-0.940019719213737,73.1195076150739,72.1794878958601
PH207,Kar11R_block_2,1,14,69.7957287632,1,14,-2.07157656511561,71.9879507691719,69.9163742040563
PHG39,Kar11R_block_2,1,13,75.5445670441,1,13,0.599914970907264,74.659442305195,75.2593572761022
W23,Kar11R_block_2,11,14,74.6750897719,11,14,0.38231553307358,74.4418428673614,74.8241584004349
B100,Kar11R_block_3,12,8,74.6750897719,12,8,-0.0121030301486798,74.2293099604863,74.2172069303376
B73,Kar11R_block_3,12,9,75.5445670441,12,9,-0.185893142364421,74.0555198482706,73.8696267059061
EP52,Kar11R_block_3,2,8,75.5445670441,2,8,0.900517797829139,75.141930788464,76.0424485862932
EZ40,Kar11R_block_3,2,7,71.7640801164,2,7,-0.957360625659845,73.2840523649751,72.3266917393153
F7028,Kar11R_block_3,7,8,75.5445670441,7,8,0.636654501791156,74.878067492426,75.5147219942172
F7081,Kar11R_block_3,7,10,71.7640801164,7,10,-1.47330289460733,72.7681100960278,71.2948072014205
F894,Kar11R_block_3,7,9,75.5445670441,7,9,0.512984581814678,74.7543975724495,75.2673821542642
HMV5405,Kar11R_block_3,7,7,70.8939362061,7,7,-1.54665400421058,72.6947589864244,71.1481049822138
LAN496,Kar11R_block_3,2,10,75.5445670441,2,10,0.797799369979444,75.0392123606143,75.8370117305937
LH38,Kar11R_block_3,2,6,74.6750897719,2,6,0.53103428936565,74.7724472800005,75.3034815693661
Oh02,Kar11R_block_3,12,10,78.3292592919,12,10,0.577358584676304,74.8187715753113,75.3961301599876
Pa405,Kar11R_block_3,7,6,74.6750897719,7,6,0.473716840923231,74.7151298315581,75.1888466724813
PH207,Kar11R_block_3,12,6,71.7640801164,12,6,-0.267314490510671,73.9740985001243,73.7067840096136
UH_P089,Kar11R_block_3,12,7,74.6750897719,12,7,0.586252565491861,74.8276655561268,75.4139181216186
W64A,Kar11R_block_3,2,9,72.6775927413,2,9,-0.573690344369737,73.6677226462652,73.0940323018955
B104,Gai12R_block_4,1,23,85.9700180645,1,23,1.77423414970748,77.9400838683317,79.7143180180392
B106,Gai12R_block_4,10,26,78.9055366062,10,26,1.83257209928415,77.9984218179083,79.8309939171925
C103,Gai12R_block_4,1,22,85.9700180645,1,22,-1.12915970329883,75.0366900153253,73.9075303120265
DKFAPW,Gai12R_block_4,19,23,67.0282656168,19,23,-2.67460622164526,73.491243496979,70.8166372753337
EP29,Gai12R_block_4,10,23,67.0282656168,10,23,-5.45269628857572,70.7131534300487,65.260457141473
EZ47,Gai12R_block_4,10,28,68.1234868243,10,28,-2.64104128900281,73.5248084296215,70.8837671406187
F608,Gai12R_block_4,10,22,81.6621384111,10,22,1.38725363955257,77.5531033581768,78.9403569977294
F7019,Gai12R_block_4,1,24,80.2021890789,1,24,1.53015600864107,77.6960057272653,79.2261617359064
F918,Gai12R_block_4,1,27,85.9700180645,1,27,2.01445565002329,78.1803053686475,80.1947610186708
LH145,Gai12R_block_4,19,28,68.1234868243,19,28,1.97915439964166,78.1450041182659,80.1241585179075
Lo1038,Gai12R_block_4,1,28,85.9700180645,1,28,0.776129711175159,76.9419794297994,77.7181091409745
Lo1056,Gai12R_block_4,19,24,84.6081786292,19,24,4.00422654212936,80.1700762607535,84.1743028028828
Lo1187,Gai12R_block_4,19,26,68.1234868243,19,26,-2.30264144361341,73.8632082750108,71.5605668313974
Lo904,Gai12R_block_4,10,24,84.6081786292,10,24,3.74361933835816,79.9094690569823,83.6530883953405
N22,Gai12R_block_4,1,26,81.6621384111,1,26,1.63718513686099,77.8030348554852,79.4402199923462
Oh02,Gai12R_block_4,19,25,81.6621384111,19,25,2.37922586985287,78.5450755884771,80.92430145833
UH_6102,Gai12R_block_4,10,27,64.7849117529,10,27,-4.75807064847929,71.407779070145,66.6497084216657
UH_6179,Gai12R_block_4,19,22,67.0282656168,19,22,-0.441177571933252,75.7246721466909,75.2834945747577
UH304,Gai12R_block_4,1,25,68.1234868243,1,25,-3.65881937867681,72.5070303399476,68.8482109612707
B104,Gai12R_block_26,16,14,84.6081786292,16,14,1.27068838639929,79.3538460429756,80.6245344293749
B105,Gai12R_block_26,25,11,74.9190642556,25,11,-0.596378897693668,77.4867787588825,76.8903998611889
B107,Gai12R_block_26,16,13,80.2021890789,16,13,-0.0527369936748556,78.0304206629014,77.9776836692265
