Genotype,Envir,Row,Column,anthesis,R,C,anthesis_spats_residuals,anthesis_spats_geno_pred_values,anthesis_spats_adj_pheno
I261,Ner13R_block_25,8,46,74.246732055,8,46,-0.536879938235572,74.8580326021657,74.3211526639302
LH74,Ner13R_block_25,12,44,72.685148523,12,44,0.915463286001952,76.3103758264035,77.2258391124054
Lo1035,Ner13R_block_25,8,47,79.8672955003,8,47,1.94322091123389,77.3381334516355,79.2813543628694
Lo1274,Ner13R_block_25,4,45,77.2214168404,4,45,-0.420934281775956,74.9739782586253,74.5530439768494
Lo1280,Ner13R_block_25,4,49,78.5569075375,4,49,0.817976998365268,76.2128895387668,77.030866537132
Lo1288,Ner13R_block_25,4,43,83.1617567537,4,43,1.74423029595157,77.1391428363532,78.8833731323047
Lp5,Ner13R_block_25,12,43,69.2650163654,12,43,-0.804441770977874,74.5904707694234,73.7860289984455
Mo17,Ner13R_block_25,4,48,77.2214168404,4,48,-0.0789652304423782,75.315947309959,75.2369820795166
N25,Ner13R_block_25,12,47,77.2214168404,12,47,1.60803052485008,77.0029430652516,78.6109735901017
PHT77,Ner13R_block_25,12,49,72.685148523,12,49,-0.985122596021441,74.4097899443798,73.4246673483584
SGI061,Ner13R_block_25,8,44,72.685148523,8,44,-0.939015467639052,74.4558970727622,73.5168816051232
A310,Ner13R_block_9,4,16,70.9478960649,4,16,-0.859286871402844,71.7584778317736,70.8991909603708
AS5707,Ner13R_block_9,8,15,78.5569075375,8,15,2.48876186488356,75.10652656806,77.5952884329435
B105,Ner13R_block_9,4,15,69.2650163654,4,15,-1.34553290220671,71.2722318009696,69.9266988987628
B110,Ner13R_block_9,4,17,77.2214168404,4,17,1.92236520127973,74.5401299044561,76.4624951057358
DK78371A,Ner13R_block_9,8,21,75.7266897951,8,21,1.90029924738482,74.5180639505612,76.418363197946
EA1027,Ner13R_block_9,8,17,72.685148523,8,17,-0.170885967174414,72.4468787360021,72.2759927688277
EC232,Ner13R_block_9,12,15,69.2650163654,12,15,-1.29147660197128,71.3262881012051,70.0348114992338
EP55,Ner13R_block_9,12,19,70.9478960649,12,19,0.155435759900499,72.7732004630767,72.9286362229772
F7028,Ner13R_block_9,8,19,72.685148523,8,19,0.104611768150392,72.7223764713268,72.8269882394772
HMV5325,Ner13R_block_9,12,18,70.9478960649,12,18,0.00393182350141785,72.6216965266778,72.6256283501792
HMV5405,Ner13R_block_9,8,18,72.685148523,8,18,-0.0330499606767489,72.5847147424996,72.5516647818229
I242,Ner13R_block_9,4,21,75.7266897951,4,21,-0.244533726763677,72.3732309764127,72.1286972496491
Lo1203,Ner13R_block_9,12,16,75.7266897951,12,16,2.0905729027465,74.7083376059229,76.7989105086694
Lo1253,Ner13R_block_9,4,18,75.7266897951,4,18,0.82004802075916,73.4378127239355,74.2578607446947
MS153,Ner13R_block_9,12,21,70.9478960649,12,21,0.458531105089222,73.0762958082656,73.5348269133548
NC290,Ner13R_block_9,8,16,74.246732055,8,16,0.471852369146887,73.0896170723232,73.5614694414701
NK807,Ner13R_block_9,4,19,67.8657230313,4,19,-3.46530012492511,69.1524645782511,65.687164453326
PHG50,Ner13R_block_9,12,20,69.2650163654,12,20,-0.534475829464412,72.083288873712,71.5488130442476
UH_P074,Ner13R_block_9,12,17,66.1841770741,12,17,-2.52935455079725,70.0884101523791,67.5590556015819
UH_P148,Ner13R_block_9,8,20,69.2650163654,8,20,-1.46791853972323,71.1498461634532,69.6819276237299
UH_S025,Ner13R_block_9,4,20,78.5569075375,4,20,1.52540501226387,74.1431697154402,75.6685747277041
A310,Mur13W_block_1,1,6,63.401277574,1,6,0.165346720795938,64.1043426198599,64.2696893406559
B37,Mur13W_block_1,1,7,64.8642032369,1,7,0.445791651812542,64.3847875508764,64.830579202689
EC151,Mur13W_block_1,13,6,63.401277574,13,6,-0.260062176484794,63.6789337225793,63.4188715460945
F04701,Mur13W_block_1,1,2,63.401277574,1,2,0.924938787594371,64.8639346866582,65.7888734742525
F04702,Mur13W_block_1,13,3,63.401277574,13,3,-0.0273774280147521,63.9116184710493,63.8842410430346
HMV5343,Mur13W_block_1,14,1,57.7285289574,14,1,-0.735323487358883,63.2036724117053,62.4683489243464
LH123Ht,Mur13W_block_1,13,5,67.7330179755,13,5,1.81158233515002,65.7505782342135,67.5621605693636
Lo1172,Mur13W_block_1,13,7,64.8642032369,13,7,0.302729222823317,64.2417251218871,64.5444543447105
Lo1282,Mur13W_block_1,13,2,69.2778139489,13,2,2.30841220628996,66.2474081053534,68.5558203116433
NK764,Mur13W_block_1,1,5,60.5685845381,1,5,-1.06287901818973,62.8761168808745,61.8132378626848
Oh43,Mur13W_block_1,1,4,61.9461105814,1,4,0.504005405250076,64.4430013043139,64.947006709564
UH_P024,Mur13W_block_1,13,4,56.2409360064,13,4,-3.33868371512364,60.6003121839413,57.2616284688176
UH_P074,Mur13W_block_1,1,3,59.2242133829,1,3,-0.843461222719263,63.0955346763449,62.2520734536256
UH_S025,Mur13W_block_1,1,1,59.2242133829,1,1,-0.195019281822866,63.7439766172412,63.5489573354183
A310,Kar13W_block_8,18,6,64.2677005306,18,6,-0.790427866072335,65.5801598232114,64.7897319571391
A554,Kar13W_block_8,8,4,62.7347000143,8,4,-1.36414242266602,65.0064452666176,63.6423028439516
B110,Kar13W_block_8,18,5,65.7692587506,18,5,0.269951155372937,66.6405388446567,66.9104900000296
DK4676A,Kar13W_block_8,18,4,64.2677005306,18,4,-0.506073181014017,65.8645145082697,65.3584413272557
EC151,Kar13W_block_8,9,5,64.2677005306,9,5,-0.541752013825104,65.8288356754587,65.2870836616336
EC232,Kar13W_block_8,8,3,67.2869986061,8,3,0.706333166643745,67.0769208559278,67.7832540225715
F838,Kar13W_block_8,9,7,67.2869986061,9,7,0.458343873633439,66.8289315629174,67.2872754365509
HMV5422,Kar13W_block_8,8,2,70.3107674332,8,2,2.15501126686161,68.5255989561458,70.6806102230074
I267,Kar13W_block_8,18,1,71.9479437137,18,1,1.1054968261986,67.4760845154826,68.5815813416812
Lo1063,Kar13W_block_8,18,7,68.6907212253,18,7,0.880570970745978,67.2511586600299,68.1317296307759
PHH93,Kar13W_block_8,18,2,65.7692587506,18,2,-0.95117709121179,65.419410598072,64.4682335068602
W182E,Kar13W_block_8,8,1,62.7347000143,8,1,-1.42213468466657,64.9484530046171,63.5263183199506
A310,Deb13R_block_15,3,12,69.944300775,3,12,-0.0028505927453466,73.2696856518638,73.2668350591184
B84,Deb13R_block_15,3,14,74.4667327846,3,14,1.02631889673124,74.2988551413402,75.3251740380715
DE811,Deb13R_block_15,27,11,76.1611877157,27,11,1.95395620269298,75.2264924473019,77.1804486499949
EC140,Deb13R_block_15,15,9,72.8469300201,15,9,0.236968522223123,73.5095047668322,73.7464732890553
EP10,Deb13R_block_15,3,11,69.944300775,3,11,-0.128930129216101,73.143606115393,73.0146759861768
EP72,Deb13R_block_15,27,9,77.8867322419,27,9,1.14640444754319,74.4189406921523,75.5653451396955
EZ18,Deb13R_block_15,3,8,76.1611877157,3,8,0.312822464578716,73.5853587091877,73.8981811737664
EZ36,Deb13R_block_15,15,13,74.4667327846,15,13,0.068930628747367,73.3414668733564,73.4103975021037
F7058,Deb13R_block_15,27,10,69.944300775,27,10,-1.75971961245499,71.5128166321543,69.7530970196993
F874,Deb13R_block_15,15,11,68.5100680312,15,11,-2.0805292022519,71.1920070423572,69.1114778401053
F924,Deb13R_block_15,15,10,72.8469300201,15,10,0.26720208256927,73.5397383271783,73.8069404097476
I238,Deb13R_block_15,15,14,74.4667327846,15,14,-0.117671470322875,73.1548647742861,73.0371933039632
LAN496,Deb13R_block_15,3,9,76.1611877157,3,9,1.37713788961047,74.6496741342193,76.0268120238298
Lo1056,Deb13R_block_15,15,12,77.8867322419,15,12,2.10869063781264,75.3812268824215,77.4899175202342
Os426,Deb13R_block_15,27,8,77.8867322419,27,8,0.0361310606023011,73.3086673052113,73.3447983658136
PHG71,Deb13R_block_15,15,8,71.3157238594,15,8,-0.576525603240455,72.6960106413685,72.1194850381281
PHG80,Deb13R_block_15,27,14,74.4667327846,27,14,0.192558752766544,73.4650949973755,73.6576537501421
PHG86,Deb13R_block_15,27,12,68.5100680312,27,12,-1.66854592045441,71.6039903241547,69.9354444037003
PHH93,Deb13R_block_15,3,13,68.5100680312,3,13,-1.12079394491326,72.1517422996959,71.0309483547826
UH_P087,Deb13R_block_15,27,13,72.8469300201,27,13,0.145682271535733,73.4182185161447,73.5639007876805
W9,Deb13R_block_15,3,10,68.5100680312,3,10,-1.41723738181474,71.8552988627943,70.4380614809796
A310,Deb13R_block_7,19,5,71.3157238594,19,5,-1.17643958758215,71.0637974810628,69.8873578934807
B89,Deb13R_block_7,7,7,68.5100680312,7,7,-0.577156351423525,71.6630807172215,71.085924365798
DKFBHJ,Deb13R_block_7,31,7,71.3157238594,31,7,-0.442663976407317,71.7975730922378,71.3549091158305
DKIBO2,Deb13R_block_7,7,2,67.0231849239,7,2,-1.75136963423394,70.4888674344111,68.7374978001771
EA1163,Deb13R_block_7,31,1,68.5100680312,31,1,-0.173163264384286,72.0670738042608,71.8939105398765
F252,Deb13R_block_7,7,6,67.0231849239,7,6,-1.10963489104969,71.1306021775953,70.0209672865456
F354,Deb13R_block_7,19,4,71.3157238594,19,4,-1.15055542258257,71.0896816460624,69.9391262234799
FR19,Deb13R_block_7,7,5,69.944300775,7,5,-0.14937298738252,72.0908640812627,71.9414910938801
HMV5347,Deb13R_block_7,19,1,74.4667327846,19,1,-0.0379248173726268,72.2023122512725,72.1643874338999
I267,Deb13R_block_7,7,3,77.8867322419,7,3,2.08376622153919,74.3240032901846,76.4077695117238
LH39,Deb13R_block_7,31,5,71.3157238594,31,5,0.549090363343964,72.7893274319892,73.3384177953332
Pa405,Deb13R_block_7,19,2,71.3157238594,19,2,-1.09422447670164,71.1460125919435,70.0517881152418
PB98TR,Deb13R_block_7,19,6,74.4667327846,19,6,0.327582470978129,72.5678195396235,72.8954020106016
PHB09,Deb13R_block_7,7,4,72.8469300201,7,4,1.00994573673486,73.2501828053801,74.260128542115
PHG71,Deb13R_block_7,31,4,68.5100680312,31,4,-0.60422152361744,71.6360155450276,71.0317940214102
PHG80,Deb13R_block_7,19,7,79.3596071495,19,7,1.92513360966217,74.1653706783077,76.0905042879698
SC-Malawi,Deb13R_block_7,19,3,80.8445197044,19,3,2.19407203523019,74.4343091038758,76.628381139106
UH_P115,Deb13R_block_7,31,6,69.944300775,31,6,-0.268342541158418,71.9718945274867,71.7035519863283
W9,Deb13R_block_7,31,3,69.944300775,31,3,-0.994083848968074,71.2461532196769,70.2520693707088
Wf9,Deb13R_block_7,31,2,71.3157238594,31,2,1.43956288537547,73.6797999540209,75.1193628393964
A310,Deb13R_block_30,30,20,67.0231849239,30,20,-0.000841907733530434,72.0597096367105,72.058867728977
A374,Deb13R_block_30,6,21,72.8469300201,6,21,0.000609828727604622,72.0611613731715,72.0617712018991
AS5707,Deb13R_block_30,18,18,74.4667327846,18,18,0.00331010063152348,72.0638616450755,72.067171745707
B98,Deb13R_block_30,18,15,74.4667327846,18,15,-0.000274695853889284,72.0602768485902,72.0600021527363
CR1Ht,Deb13R_block_30,6,18,69.944300775,6,18,-0.00425248169732129,72.0562990627467,72.0520465810494
DKIBO2,Deb13R_block_30,30,19,65.6446163626,30,19,-0.00159903613443646,72.0589525083097,72.0573534721753
F04402,Deb13R_block_30,18,17,69.944300775,18,17,-0.00224761996170741,72.0583039244824,72.0560563045207
F04702,Deb13R_block_30,30,15,72.8469300201,30,15,0.00191973160414705,72.0624712760481,72.0643910076523
F1890,Deb13R_block_30,6,17,69.944300775,6,17,0.00184411370166515,72.0623956581457,72.0642397718474
F218,Deb13R_block_30,18,16,67.0231849239,18,16,-0.00442423110906987,72.056127313335,72.0517030822259
F894,Deb13R_block_30,6,20,74.4667327846,6,20,-0.00232179867911952,72.058229745765,72.0559079470858
LH65,Deb13R_block_30,30,18,74.4667327846,30,18,0.00300371373552366,72.0635552581795,72.066558971915
Lo1087,Deb13R_block_30,6,15,79.3596071495,6,15,0.00228048159927141,72.0628320260432,72.0651125076425
Lo1106,Deb13R_block_30,30,17,74.4667327846,30,17,-0.00132878380682655,72.0592227606373,72.0578939768304
Lo1172,Deb13R_block_30,30,16,72.8469300201,30,16,0.000775967465159511,72.0613275119093,72.0621034793745
Lo1180,Deb13R_block_30,6,16,72.8469300201,6,16,-0.000150702207619702,72.0604008422364,72.0602501400288
Lo1253,Deb13R_block_30,18,20,74.4667327846,18,20,0.00458510612533303,72.0651366505693,72.0697217566946
Lo1301,Deb13R_block_30,18,19,71.3157238594,18,19,-0.00593205199791669,72.0546194924462,72.0486874404483
MS71,Deb13R_block_30,6,19,72.8469300201,6,19,0.00491383166668413,72.0654653761107,72.0703792077774
Oh33,Deb13R_block_30,18,21,69.944300775,18,21,-0.000863154125866572,72.0596883903182,72.0588252361924
PHG35,Deb13R_block_30,30,21,72.8469300201,30,21,0.000993587981412247,72.0615451324254,72.0625387204068
A310,Ner11R_block_6,3,12,71.9162621594,3,12,-0.000192228934338345,71.4763020278417,71.4761097989074
B113,Ner11R_block_6,8,11,74.1287196592,8,11,0.000445301117323993,73.421007356466,73.4214526575833
B73,Ner11R_block_6,8,18,73.0764432719,8,18,0.000423466268458128,73.3544028930899,73.3548263593584
CO109,Ner11R_block_6,8,17,69.1356363634,8,17,-0.00277002888986999,69.5129096911879,69.510139662298
CO109,Ner11R_block_6,13,16,69.1356363634,13,16,0.00193414376788326,69.5129096911879,69.5148438349558
EC136,Ner11R_block_6,13,11,69.1356363634,13,11,-0.000661068400475529,70.046166137408,70.0455050690075
EP55,Ner11R_block_6,3,11,73.0764432719,3,11,-0.00018699861686855,71.4922564544299,71.492069455813
F1890,Ner11R_block_6,8,16,70.5080925583,8,16,-0.000384669376245483,70.8892866364061,70.8889019670299
F7028,Ner11R_block_6,13,18,70.5080925583,13,18,0.000215090312039479,72.7187782166783,72.7189933069904
F838,Ner11R_block_6,3,17,77.2693275334,3,17,0.00128114660385847,75.9706490048312,75.9719301514351
F918,Ner11R_block_6,8,12,74.1287196592,8,12,0.000516910640868673,73.639443211507,73.6399601221478
FR19,Ner11R_block_6,3,15,74.1287196592,3,15,0.000666347472076723,74.0952814909275,74.0959478383996
HMV5325,Ner11R_block_6,3,19,71.9162621594,3,19,-0.000792102834353159,69.646462058886,69.6456699560516
LH38,Ner11R_block_6,8,19,73.0764432719,8,19,0.00365957482060253,73.296321620017,73.2999811948376
LH38,Ner11R_block_6,13,17,71.9162621594,13,17,-0.00325514925529546,73.296321620017,73.2930664707617
MS153,Ner11R_block_6,3,18,71.9162621594,3,18,-0.00259030479671196,70.2724757522547,70.269885447458
MS153,Ner11R_block_6,8,13,70.5080925583,8,13,0.00200342716372859,70.2724757522547,70.2744791794184
MS71,Ner11R_block_6,13,15,71.9162621594,13,15,-0.000228430385845968,71.3658740477749,71.365645617389
Os426,Ner11R_block_6,3,20,78.3401072463,3,20,0.000964155732816607,75.0037081761679,75.0046723319008
PH207,Ner11R_block_6,13,12,69.1356363634,13,12,-0.00102780838244598,68.9274718963117,68.9264440879293
PHB09,Ner11R_block_6,8,15,73.0764432719,8,15,0.000417350468353561,73.3357474131898,73.3361647636581
PHG39,Ner11R_block_6,13,13,76.129682844,13,13,0.00100562392046299,75.1302016730347,75.1312072969552
PHG83,Ner11R_block_6,13,14,74.1287196592,13,14,0.000318086414125673,73.0329548864979,73.033272972912
PHH93,Ner11R_block_6,8,14,70.5080925583,8,14,-0.00049689989612034,70.5469415349011,70.5464446350049
UH_P089,Ner11R_block_6,8,20,70.5080925583,8,20,-0.000415408296831288,70.7955214206368,70.7951060123399
W95115,Ner11R_block_6,3,13,69.1356363634,3,13,-0.000849526636613973,69.4712979644417,69.4704484378051
A310,Ner11R_block_3,7,5,69.1356363634,7,5,-0.38470639294782,69.3983896488056,69.0136832558578
A347,Ner11R_block_3,7,3,76.129682844,7,3,0.208938310130947,75.277732329869,75.48667064
B105,Ner11R_block_3,12,9,73.0764432719,12,9,0.0227421578540401,73.4336815374435,73.4564236952975
B108,Ner11R_block_3,7,2,74.1287196592,7,2,0.00143539801788961,73.2226634960959,73.2240988941138
B37,Ner11R_block_3,2,6,75.1386450276,2,6,0.154903506178997,74.7425820497591,74.8974855559381
B84,Ner11R_block_3,12,2,75.1386450276,12,2,0.150232262608668,74.696318954083,74.8465512166916
DK78371A,Ner11R_block_3,7,1,76.129682844,7,1,0.160818557272549,74.8011635753322,74.9619821326047
EA3076,Ner11R_block_3,7,4,74.1287196592,7,4,0.0493536489684914,73.6972366145871,73.7465902635556
EP2008-18,Ner11R_block_3,2,9,73.0764432719,2,9,0.118201965896205,74.3790970710736,74.4972990369698
EZ37,Ner11R_block_3,7,10,73.0764432719,7,10,0.33168332960625,73.9007373209798,74.2324206505861
EZ37,Ner11R_block_3,12,7,73.0764432719,12,7,-0.261781955666464,73.9007373209798,73.6389553653133
F7028,Ner11R_block_3,2,7,74.1287196592,2,7,0.104592567732141,74.2443122156297,74.3489047833619
F7081,Ner11R_block_3,12,5,70.5080925583,12,5,-0.213874253709676,71.0902782183675,70.8764039646578
F918,Ner11R_block_3,2,3,75.1386450276,2,3,-0.15268018114763,74.0868129861215,73.9341328049739
F918,Ner11R_block_3,12,10,74.1287196592,12,10,0.241369851496913,74.0868129861215,74.3281828376184
F98902,Ner11R_block_3,12,3,73.0764432719,12,3,-0.0192438823531091,73.0178598903896,72.9986160080365
HMV5325,Ner11R_block_3,12,1,73.0764432719,12,1,-0.0553191801523951,72.6605770965186,72.6052579163662
ML606,Ner11R_block_3,12,4,73.0764432719,12,4,0.00231044152931759,73.2313297583208,73.2336401998501
Oh02,Ner11R_block_3,2,1,78.3401072463,2,1,0.30026913160485,76.1822551766203,76.4825243082251
Oh33,Ner11R_block_3,2,4,74.1287196592,2,4,9.39785876852284e-05,73.2093783366943,73.209472315282
PB116,Ner11R_block_3,7,6,71.9162621594,7,6,-0.10610047478832,72.1576489453792,72.0515484705909
PHG39,Ner11R_block_3,7,8,74.1287196592,7,8,0.143805392217516,74.6326684688679,74.7764738610854
PHG86,Ner11R_block_3,2,5,74.1287196592,2,5,0.0283191104718554,73.4889146009022,73.5172337113741
UH_P128,Ner11R_block_3,2,2,70.5080925583,2,2,-0.386318547632101,69.3824231796461,68.996104632014
W23,Ner11R_block_3,2,10,70.5080925583,2,10,-0.0545211704499167,72.6684804307494,72.6139592602995
W9,Ner11R_block_3,7,9,67.8662550545,7,9,-0.630948490961544,69.400200278891,68.7692517879294
W9,Ner11R_block_3,12,6,69.1356363634,12,6,0.246424919634904,69.400200278891,69.6466251985259
A310,Ner11R_block_5,13,9,69.1356363634,13,9,-0.919831857141332,72.3507970850856,71.4309652279442
B105,Ner11R_block_5,8,10,71.9162621594,8,10,-0.311622248366035,73.2397846458802,72.9281623975142
B108,Ner11R_block_5,3,7,77.2693275334,3,7,1.21487406321775,75.4709829252522,76.6858569884699
B89,Ner11R_block_5,8,2,71.9162621594,8,2,-0.688657342536018,71.8181996547673,71.1295423122313
B89,Ner11R_block_5,13,1,73.0764432719,13,1,-0.595556300149156,71.8181996547673,71.2226433546182
B98,Ner11R_block_5,13,3,77.2693275334,13,3,1.12020679256848,75.3326128225649,76.4528196151333
EP10,Ner11R_block_5,13,6,69.1356363634,13,6,-1.55177173645917,71.4271242529268,69.8753525164677
EP2008-18,Ner11R_block_5,13,10,71.9162621594,13,10,0.420395042745668,74.3097352956165,74.7301303383622
EP52,Ner11R_block_5,3,3,75.1386450276,3,3,0.46133152828989,74.3695699741653,74.8309015024552
EZ40,Ner11R_block_5,3,10,71.9162621594,3,10,-1.04390507533249,72.1694458765415,71.125540801209
F712,Ner11R_block_5,13,2,77.2693275334,13,2,0.909502238680474,75.0246372090486,75.9341394477291
F748,Ner11R_block_5,3,9,77.2693275334,3,9,1.15873913215756,75.3889334891393,76.5476726212968
F912,Ner11R_block_5,13,7,70.5080925583,13,7,-0.783570805782915,72.5499625996231,71.7663917938402
F98902,Ner11R_block_5,3,5,73.0764432719,3,5,-0.432360121300064,73.0633085336873,72.6309484123872
LAN496,Ner11R_block_5,3,6,74.1287196592,3,6,-0.0328970424211974,73.6471824202493,73.6142853778281
LH38,Ner11R_block_5,3,4,73.0764432719,3,4,-0.404381434952029,73.1042034879461,72.6998220529941
Mo17,Ner11R_block_5,8,4,74.1287196592,8,4,-1.13934870354522,74.9308007208129,73.7914520172676
Mo17,Ner11R_block_5,13,8,75.1386450276,13,8,1.98465178318716,74.9308007208129,76.915452504
MS153,Ner11R_block_5,8,3,73.0764432719,8,3,-0.47966511267073,72.9941653496841,72.5145002370133
N6,Ner11R_block_5,3,2,74.1287196592,3,2,-0.121695349125346,74.0116085312601,73.8899131821347
N6,Ner11R_block_5,13,5,74.1287196592,13,5,0.33812402528595,74.0116085312601,74.349732556546
NDB8,Ner11R_block_5,3,1,71.9162621594,3,1,0.266578524675325,71.4798703102804,71.7464488349558
NDB8,Ner11R_block_5,8,8,69.1356363634,8,8,-1.78226352570398,71.4798703102804,69.6976067845765
