Genotype,Envir,Row,Column,ear.height,R,C,ear.height_spats_residuals,ear.height_spats_geno_pred_values,ear.height_spats_adj_pheno
Pa405,Deb12R_block_29,14,12,100,14,12,-4.02365649570625,105.647718507615,101.624062011908
PHG86,Deb12R_block_29,30,12,105,30,12,-1.21172863987626,108.459646363445,107.247917723568
UH_P064,Deb12R_block_29,30,9,110,30,9,-0.4253296124798,109.246045390841,108.820715778361
UH_P104,Deb12R_block_29,14,8,115,14,8,2.15488452381327,111.826259527134,113.981144050947
UH_S020,Deb12R_block_29,48,12,110,48,12,1.63919019812684,111.310565201448,112.949755399574
W95115,Deb12R_block_29,48,13,97,48,13,-5.09238316675298,104.578991836568,99.4866086698149
B113,Gai13R_block_23,66,15,70,66,15,-2.17181711348162,75.2427002907033,73.0708831772217
D09,Gai13R_block_23,65,6,75,65,6,-0.563355150062094,76.851162254123,76.2878071040609
EC334,Gai13R_block_23,69,15,65,69,15,-5.12447360850477,72.2900437956802,67.1655701871755
EZ48,Gai13R_block_23,71,24,80,71,24,3.29647084630545,80.7109882504906,84.0074590967961
F04702,Gai13R_block_23,68,24,95,68,24,0.37980833757085,77.794325741756,78.1741340793268
F1890,Gai13R_block_23,68,15,90,68,15,7.46963623736917,84.8841536415545,92.3537898789236
F7058,Gai13R_block_23,65,15,80,65,15,3.00366853619205,80.4181859403772,83.4218544765693
F98902,Gai13R_block_23,71,6,95,71,6,3.76625071792334,81.1807681221085,84.9470188400318
I261,Gai13R_block_23,70,6,80,70,6,1.55846104157905,78.9729784457642,80.5314394873432
LH60,Gai13R_block_23,71,15,70,71,15,-3.07718082819332,74.3373365759916,71.2601557477983
Lo1038,Gai13R_block_23,70,24,80,70,24,-1.57541480549423,75.8391025986908,74.2636877931966
Lo1274,Gai13R_block_23,68,6,60,68,6,-2.18898148522992,75.2255359189552,73.0365544337252
Lo1290,Gai13R_block_23,67,15,60,67,15,-7.26884431285849,70.1456730913264,62.8768287784679
N6,Gai13R_block_23,65,24,80,65,24,-0.206186860450899,77.2083305437343,77.0021436832834
Oh33,Gai13R_block_23,67,6,65,67,6,-0.557852860766374,76.8566645434187,76.2988116826523
PB116,Gai13R_block_23,67,24,90,67,24,-0.74515690262318,76.6693605015619,75.9242035989388
PHB09,Gai13R_block_23,66,24,90,66,24,1.90693707070307,79.3214544748882,81.2283915455913
PHH93,Gai13R_block_23,66,6,80,66,6,4.47236723331739,81.8868846375027,86.3592518708201
PHJ40,Gai13R_block_23,69,6,60,69,6,-3.96318140371691,73.4513360004682,69.4881545967513
Va26,Gai13R_block_23,70,15,80,70,15,2.12159490338856,79.5361123075736,81.6577072109622
W604S,Gai13R_block_23,69,24,90,69,24,-0.532749592967321,76.8817678112177,76.3490182182504
B113,Ner13R_block_36,5,61,80,5,61,-5.17967052360291e-07,86.9782222614926,86.9782217435256
C103,Ner13R_block_36,5,63,85,5,63,-1.48969803603904e-07,86.9782226312307,86.9782224822609
EP67,Ner13R_block_36,5,58,70,5,58,-2.31477002898828e-07,86.9782225485579,86.9782223170809
EZ36,Ner13R_block_36,1,57,95,1,57,8.10945266493945e-08,86.9782228617569,86.9782229428514
EZ37,Ner13R_block_36,1,62,85,1,62,2.82077621704957e-07,86.9782230631435,86.9782233452211
F7025,Ner13R_block_36,5,62,75,5,62,9.90971926739803e-08,86.9782228797957,86.9782229788929
F7081,Ner13R_block_36,9,63,95,9,63,1.23177841260258e-08,86.9782227928422,86.97822280516
F912,Ner13R_block_36,1,63,80,1,63,-6.21445224169293e-08,86.9782227182303,86.9782226560858
FP1,Ner13R_block_36,5,60,95,5,60,2.8457411360705e-07,86.978223065645,86.9782233502191
HMV5405,Ner13R_block_36,9,57,90,9,57,-3.031788367025e-07,86.9782224767122,86.9782221735334
Lo1251,Ner13R_block_36,9,60,105,9,60,2.41706018755394e-07,86.9782230226907,86.9782232643967
NC358,Ner13R_block_36,9,58,85,9,58,5.20010701166029e-07,86.9782233015541,86.9782238215648
NQ508,Ner13R_block_36,9,61,110,9,61,2.05736029101899e-07,86.9782229866486,86.9782231923847
Oh43,Ner13R_block_36,1,60,85,1,60,-7.46844875720854e-07,86.9782220321554,86.9782212853105
PHJ40,Ner13R_block_36,1,61,90,1,61,-7.20905291018426e-09,86.9782227732761,86.978222766067
PHK76,Ner13R_block_36,9,59,85,9,59,-8.13470649063675e-07,86.9782219653959,86.9782211519253
SC-Malawi,Ner13R_block_36,9,62,100,9,62,-3.50188102515858e-07,86.9782224296084,86.9782220794203
UH_P064,Ner13R_block_36,5,57,85,5,57,6.62733157241746e-08,86.978222846906,86.9782229131793
W182E,Ner13R_block_36,1,58,80,1,58,-1.78244761173119e-07,86.9782226018969,86.9782224236521
W602S,Ner13R_block_36,5,59,80,5,59,-1.03750238622524e-07,86.978222676541,86.9782225727908
W64A,Ner13R_block_36,1,59,75,1,59,2.49128149221178e-07,86.9782230301278,86.978223279256
B113,Deb13R_block_8,32,1,95,32,1,0.319487211673732,110.632663584843,110.952150796517
B73,Deb13R_block_8,8,7,120,8,7,-0.553199009698375,110.636984379244,110.083785369545
B73,Deb13R_block_8,32,3,121,32,3,1.2358437732955,110.636984379244,111.872828152539
B84,Deb13R_block_8,32,2,104,32,2,-1.39902588263131,110.612216972304,109.213191089673
EC175,Deb13R_block_8,20,4,115,20,4,1.16759047072921,110.642754190954,111.810344661684
F7025,Deb13R_block_8,20,1,108,20,1,-0.161512415168502,110.626940723008,110.465428307839
F924,Deb13R_block_8,32,7,96,32,7,0.0930927822408307,110.629969977681,110.723062759922
Lo1026,Deb13R_block_8,20,7,122,20,7,0.413589062684395,110.633783194635,111.047372257319
Lo1172,Deb13R_block_8,8,4,102,8,4,-1.56054987910724,110.61029518388,109.049745304772
Lo1199,Deb13R_block_8,8,3,118,8,3,0.997065651713797,110.640725312086,111.637790963799
Lo1261,Deb13R_block_8,20,2,122,20,2,1.00853352744626,110.640861755161,111.649395282607
Lo1301,Deb13R_block_8,32,4,111,32,4,-0.485070814476728,110.62309107342,110.138020258943
NK807,Deb13R_block_8,32,5,105,32,5,0.385271106914644,110.633446271819,111.018717378734
NS701,Deb13R_block_8,32,6,100,32,6,-0.377477623601251,110.624371201161,110.24689357756
Oh02,Deb13R_block_8,8,6,121,8,6,1.15402545365284,110.642592796404,111.796618250057
Oh33,Deb13R_block_8,8,5,108,8,5,0.0158959551584985,110.629051501343,110.644947456502
PHG35,Deb13R_block_8,20,6,110,20,6,-0.392837270520786,110.624188454373,110.231351183852
PHG50,Deb13R_block_8,8,1,100,8,1,-0.283821145117344,110.625485511977,110.341664366859
PHR36,Deb13R_block_8,8,2,112,8,2,0.00270352681410202,110.628894539798,110.631598066612
W117,Deb13R_block_8,20,5,105,20,5,-0.764424223187476,110.619767368219,109.855343145032
W153R,Deb13R_block_8,20,3,125,20,3,-0.815180258801206,110.619163480476,109.803983221675
B113,Mar13R_block_19,1,29,91,1,29,-0.0122365221315022,86.5608655551147,86.5486290329832
EA1163,Mar13R_block_19,7,10,110,7,10,0.0154132596969419,102.671673593062,102.687086852759
EP10,Mar13R_block_19,19,9,91,19,9,-0.012723493379724,86.2771200865661,86.2643965931864
EP2008-22,Mar13R_block_19,19,14,74,19,14,-0.0328916324453559,74.5256705096802,74.4927788772348
F252,Mar13R_block_19,1,32,109,1,32,0.0174757036756859,103.873406005884,103.89088170956
F354,Mar13R_block_19,1,31,96,1,31,-0.00371736991526461,91.5247537641779,91.5210363942627
F7082,Mar13R_block_19,1,35,106,1,35,0.013320934517111,101.452530182302,101.465851116819
F838,Mar13R_block_19,1,30,93,1,30,-0.00878330304639974,88.5729664150178,88.5641831119714
FP1,Mar13R_block_19,1,33,125,1,33,0.0435069194046349,119.041117715356,119.084624634761
HMV5405,Mar13R_block_19,1,34,69,1,34,-0.0518885864419616,66.7500386334017,66.6981500469598
HMV5405,Mar13R_block_19,19,10,72,19,10,0.00565221520689363,66.7500386334017,66.7556908486086
HMV5409,Mar13R_block_19,7,13,99,7,13,-0.000983844805247713,93.1175076812878,93.1165238364825
I267,Mar13R_block_19,7,11,120,7,11,0.0319840250390229,112.327027155152,112.359011180191
IDT,Mar13R_block_19,19,8,95,19,8,-0.00701592888037794,89.6027693297998,89.5957534009195
Lo1199,Mar13R_block_19,19,13,105,19,13,0.0154648265612849,102.701720262428,102.717185088989
Lo1251,Mar13R_block_19,19,11,104,19,11,0.0089905200466518,98.9293104082137,98.9383009282604
N6,Mar13R_block_19,7,9,97,7,9,-0.00511294020297726,90.7115912897584,90.7064783495554
PHT77,Mar13R_block_19,7,8,90,7,8,-0.0173765631442393,83.5658974726518,83.5485209095076
PHZ51,Mar13R_block_19,19,12,109,19,12,0.0213623809232644,106.13807165243,106.159434033353
UH_P087,Mar13R_block_19,7,12,90,7,12,-0.016484048394787,84.0859425814603,84.0694585330655
W95115,Mar13R_block_19,7,14,95,7,14,-0.00395655228400926,91.3853884247929,91.3814318725089
B37,Gai12R_block_34,9,14,105,9,14,1.77640151720762,91.9995213464472,93.7759228636548
EA3076,Gai12R_block_34,27,9,70,27,9,-5.76842377291418,84.4546960563256,78.6862722834114
EC140,Gai12R_block_34,27,8,85,27,8,2.44004912228608,92.6631689515257,95.1032180738117
EP2008-22,Gai12R_block_34,18,13,80,18,13,-2.41132800157997,87.8117918276597,85.4004638260797
EP72,Gai12R_block_34,9,9,105,9,9,0.369934508634714,90.5930543378742,90.9629888465089
EZ47,Gai12R_block_34,27,14,75,27,14,-3.98953238770383,86.2335874415358,82.244055053832
F894,Gai12R_block_34,9,11,105,9,11,-0.708373009393952,89.5147468198458,88.8063738104518
HMV5409,Gai12R_block_34,9,13,105,9,13,0.213294291000594,90.4364141202402,90.6497084112408
HMV5502,Gai12R_block_34,27,10,90,27,10,2.88921254689012,93.1123323761298,96.0015449230199
LH74,Gai12R_block_34,27,11,80,27,11,-2.92652462791301,87.2965952013266,84.3700705734136
Lo1063,Gai12R_block_34,18,14,90,18,14,0.65620132531636,90.8793211545561,91.5355224798725
Lo1187,Gai12R_block_34,18,10,80,18,10,-1.74232915645094,88.4807906727887,86.7384615163378
Lo1242,Gai12R_block_34,9,10,105,9,10,-0.406137560543129,89.8169822686964,89.4108447081532
Mo17,Gai12R_block_34,9,12,105,9,12,-0.693099622269941,89.5300202069697,88.8369205846998
Pa36,Gai12R_block_34,27,12,95,27,12,4.03403173566625,94.2571515649059,98.2911833005721
Pa405,Gai12R_block_34,18,12,90,18,12,3.57848262702758,93.8016024562671,97.3800850832947
PHH93,Gai12R_block_34,18,8,90,18,8,1.20521811135946,91.4283379405991,92.6335560519585
PHT77,Gai12R_block_34,9,8,105,9,8,0.717924966666701,90.9410447959064,91.6589697625731
W604S,Gai12R_block_34,18,9,90,18,9,2.00073986571937,92.2238596949589,94.2245995606783
W9,Gai12R_block_34,18,11,70,18,11,-5.8268749540001,84.3962448752396,78.5693699212395
Wf9,Gai12R_block_34,27,13,95,27,13,4.59113247499339,94.8142523042329,99.4053847792263
B37,Gai12R_block_35,18,21,100,18,21,-0.579895383158089,91.7296828152509,91.1497874320928
EP52,Gai12R_block_35,27,18,80,27,18,-0.948763216922174,91.3608149814868,90.4120517645646
EP67,Gai12R_block_35,27,19,85,27,19,1.84992659932888,94.1595047977376,96.0094313970665
EZ38,Gai12R_block_35,18,20,115,18,20,7.86620377237897,100.175781970787,108.041985743166
F218,Gai12R_block_35,18,15,90,18,15,0.829072267741481,93.1386504661504,93.9677227338919
F7025,Gai12R_block_35,27,21,80,27,21,-0.392596051470079,91.9169821469388,91.5243860954688
F748,Gai12R_block_35,9,15,105,9,15,1.43725044465258,93.7468286430612,95.1840790877138
FR19,Gai12R_block_35,9,19,105,9,19,-0.661631385547324,91.6479468128617,90.9863154273144
I261,Gai12R_block_35,9,20,105,9,20,0.0941111301722515,92.4036893285812,92.4978004587534
I267,Gai12R_block_35,27,16,85,27,16,3.20074592175676,95.5103241201654,98.7110700419221
LH93,Gai12R_block_35,27,15,70,27,15,-2.19999828962597,90.1095799087832,87.9095816191572
Lo1266,Gai12R_block_35,18,19,85,18,19,-4.17056846136821,88.1390097370411,83.9684412756729
Lo1280,Gai12R_block_35,9,21,105,9,21,-0.0357317189419035,92.2738464794669,92.238114760525
NC290,Gai12R_block_35,18,17,80,18,17,-3.13302313146576,89.1765550669435,86.0435319354778
NDB8,Gai12R_block_35,9,18,105,9,18,-1.19839839529138,91.1111798031177,89.9127814078263
NK807,Gai12R_block_35,27,17,80,27,17,-0.568675208433149,91.7409029899759,91.1722277815427
PHG80,Gai12R_block_35,18,16,90,18,16,1.66480220892235,93.9743804073311,95.6391826162534
PHG84,Gai12R_block_35,27,20,75,27,20,-2.50424705043626,89.8053311479729,87.3010840975366
PHG86,Gai12R_block_35,18,18,90,18,18,0.650623318553272,92.9602015169621,93.6108248355153
UH_P024,Gai12R_block_35,9,17,105,9,17,-1.07523654786323,91.2343416505458,90.1591051026825
W153R,Gai12R_block_35,9,16,105,9,16,-0.123970822983694,92.1856073754252,92.0616365524415
B37,Gai12R_block_3,19,15,90,19,15,2.47679386524511,102.434789362803,104.911583228048
B73,Gai12R_block_3,19,21,90,19,21,0.26846558655393,100.226461084112,100.494926670666
DK78010,Gai12R_block_3,10,20,105,10,20,-0.193913533288509,99.7640819642694,99.5701684309809
EC169,Gai12R_block_3,10,21,105,10,21,-0.360822007580694,99.5971734899773,99.2363514823966
EC242C,Gai12R_block_3,1,20,105,1,20,0.122965204763858,100.080960702322,100.203925907086
F354,Gai12R_block_3,1,18,105,1,18,-0.0558548609353835,99.9021406366225,99.8462857756871
F7082,Gai12R_block_3,19,19,95,19,19,3.48262666909558,103.440622166653,106.923248835749
FR19,Gai12R_block_3,10,18,105,10,18,0.0737869388024706,100.03178243636,100.105569375163
H99,Gai12R_block_3,19,17,80,19,17,-3.21481275666604,96.7431827408925,93.5283699842264
HMV5405,Gai12R_block_3,10,17,105,10,17,0.262655003076333,100.220650500634,100.483305503711
LH74,Gai12R_block_3,1,17,105,1,17,-0.0902524289160027,99.8677430686419,99.7774906397259
Lo1016,Gai12R_block_3,10,16,105,10,16,0.407545147739214,100.365540645297,100.773085793036
Lo1123,Gai12R_block_3,10,15,105,10,15,0.508463525078795,100.466459022637,100.974922547716
Lo1180,Gai12R_block_3,1,21,105,1,21,0.179285091461026,100.137280589019,100.31656568048
Lo1280,Gai12R_block_3,19,18,90,19,18,1.37290161855861,101.330897116116,102.703798734675
ML606,Gai12R_block_3,1,15,105,1,15,-0.290555375314526,99.6674401222433,99.3768847469288
Oh33,Gai12R_block_3,1,19,105,1,19,0.00057463706133376,99.9585701346192,99.9591447716805
PHG80,Gai12R_block_3,1,16,105,1,16,-0.168485136919287,99.7895103606387,99.6210252237194
UH_P128,Gai12R_block_3,19,20,85,19,20,-1.84145028579776,98.1165452117602,96.2750949259625
UH_S025,Gai12R_block_3,10,19,105,10,19,-0.093069336229874,99.8649261613281,99.7718568250982
UH304,Gai12R_block_3,19,16,80,19,16,-2.84684756578878,97.1111479317695,94.2643003659807
B37,Deb12R_block_5,20,13,109,20,13,-3.60218655665497,107.717776139979,104.115589583324
DKFBHJ,Deb12R_block_5,38,13,91,38,13,-7.88040014330522,103.439562553329,95.5591624100233
EA1027,Deb12R_block_5,38,12,105,38,12,-0.881323194268077,110.438639502366,109.557316308098
EZ38,Deb12R_block_5,2,13,120,2,13,3.71211737079642,115.032080067431,118.744197438227
EZ42,Deb12R_block_5,20,12,115,20,12,-1.01738315359493,110.302579543039,109.285196389444
F1890,Deb12R_block_5,2,9,115,2,9,2.91431198050687,114.234274677141,117.148586657648
FR19,Deb12R_block_5,38,10,109,38,10,1.79541824663872,113.115380943273,114.910799189911
HMV5409,Deb12R_block_5,38,8,92,38,8,-4.11667972524704,107.203282971387,103.08660324614
I238,Deb12R_block_5,2,8,98,2,8,-4.04463617213813,107.275326524496,103.230690352358
Lo1026,Deb12R_block_5,20,9,120,20,9,2.09560380692741,113.415566503561,115.511170310489
Lo1273,Deb12R_block_5,2,14,105,2,14,-3.75643685518436,107.56352584145,103.807088986265
Lo1288,Deb12R_block_5,20,14,115,20,14,-0.249326395231506,111.070636301402,110.821309906171
Lo904,Deb12R_block_5,38,14,120,38,14,6.53129565865118,117.851258355285,124.382554013936
N25,Deb12R_block_5,2,11,105,2,11,-3.72649535918626,107.593467337448,103.866971978261
PB116,Deb12R_block_5,38,11,105,38,11,-0.741872659240144,110.578090037394,109.836217378154
PHK76,Deb12R_block_5,2,12,120,2,12,3.64522597475577,114.96518867139,118.610414646146
PHZ51,Deb12R_block_5,20,11,130,20,11,6.23519207351021,117.555154770144,123.790346843654
UH_6102,Deb12R_block_5,2,10,110,2,10,-0.674347794663603,110.64561490197,109.971267107307
