"Experiment","parent1","Code_ID","Variety_ID","Accession_ID","Tnight.Early","Tnight.Flo","Tnight.Fill","Ri.Early","Ri.Flo","Ri.Fill","Psi.Flo","Psi.Fill","Tmax.Early","Tmax.Flo","Tmax.Fill","type"
"Mur13W","LH38_usda",3024,"LH38","LH38_H",17.18334375,20.5175438596,15.2851300221,273.473,248.368,869.402,-29.4671052632,-19.9973404255,32.7445805383,35.2508153379,28.5029266375,"CrossValidation"
"Mur13W","Oh02_inra",3025,"Oh02","Oh02_H",17.0332233796,21.2142268519,14.484431075,293.562,267.78,731.829,-34.2291666667,-16.4451219512,32.4349955727,36.0640814034,27.4793610988,"CrossValidation"
"Mur13W","UH250_uh",3026,"UH250","UH250_H",17.0589673913,20.1604861111,15.841404554,271.224,231.654,929.06,-25.859375,-21.72,32.4738561543,35.0602695916,29.0712631685,"CrossValidation"
"Mur13W","B97_usa",3027,"B97","B97_H",17.1804055556,20.9590972222,15.2159562632,355.118,247.429,844.842,-35.5703125,-19.1657608696,32.6212428414,35.6830315725,28.3657021221,"CrossValidation"
"Mur13W","F838_inra",3028,"F838","F838_H",17.2494070513,21.1497569444,15.1005487422,378.371,225.253,821.58,-38.0833333333,-18.2055555556,32.7249136571,35.8155755752,28.2119447327,"CrossValidation"
"Mur13W","B104_inra",3029,"B104","B104_H",16.932806713,20.8979824561,14.6881915325,313.813,270.691,846.573,-35,-18.2055555556,32.4894218269,35.7531603739,27.8998432839,"CrossValidation"
"Mur13W","B89_inra",3030,"B89","B89_H",17.8535039683,19.5581313131,15.6439642662,191.818,276.186,884.528,-26.2159090909,-20.7083333333,32.9634868335,34.6767663957,28.8731723597,"CrossValidation"
"Mur13W","NC290_uh",3031,"NC290","NC290_H",17.2494070513,21.0914074074,14.9913504228,378.371,247.429,857.667,-36.4638888889,-19.1657608696,32.7249136571,35.7074547406,28.1902073844,"CrossValidation"
"Mur13W","UH_P089_uh",3032,"UH_P089","UH_P089_H",17.0098944444,21.0463194444,15.2851300221,335.527,300.156,869.402,-33.0859375,-19.9973404255,32.620500343,35.5856172947,28.5029266375,"CrossValidation"
"Mur13W","EC232_ciam",3033,"EC232","EC232_H",16.8954891304,20.5796078431,15.6439642662,291.241,276.186,884.528,-29.5147058824,-20.7083333333,32.4633954812,35.2734809966,28.8731723597,"CrossValidation"
"Mur13W","LAN496_inra",3034,"LAN496","LAN496_H",17.0332233796,20.7426388889,15.1005487422,293.562,270.691,821.58,-33.825,-18.2055555556,32.4349955727,35.619903744,28.2119447327,"CrossValidation"
"Mur13W","EP2008-18_csic",3035,"EP2008-18","EP2008-18_H",17.18334375,20.5175438596,15.0630311507,273.473,248.368,882.227,-29.4671052632,-19.9973404255,32.7445805383,35.2508153379,28.3280491615,"CrossValidation"
"Mur13W","F7081_inra",3036,"F7081","F7081_H",17.0332233796,20.6751461988,15.2159562632,293.562,247.429,844.842,-32.3223684211,-19.1657608696,32.4349955727,35.524246673,28.3657021221,"CrossValidation"
"Mur13W","HMV5422_Martonvasar",3037,"HMV5422","HMV5422_H",17.1804055556,21.0606666667,15.2851300221,355.118,201.939,869.402,-34.0583333333,-19.9973404255,32.6212428414,35.6128071731,28.5029266375,"CrossValidation"
"Mur13W","Os426_inra",3038,"Os426","Os426_H",17.0589673913,20.6012373737,14.9827421113,271.224,225.649,797.909,-33.9545454545,-17.1079545455,32.4738561543,35.5450847518,28.0422784788,"CrossValidation"
"Mur13W","PHG39_usda",3039,"PHG39","PHG39_H",17.1804055556,21.0217973856,14.8741229298,355.118,201.978,834.405,-37.1470588235,-18.2055555556,32.6212428414,35.786229015,28.0360877059,"CrossValidation"
"Mur13W","F7001_inra",3040,"F7001","F7001_H",17.1804055556,21.0606666667,15.2851300221,355.118,248.368,869.402,-34.0583333333,-19.9973404255,32.6212428414,35.6128071731,28.5029266375,"CrossValidation"
"Mur13W","LH74_inra",3041,"LH74","LH74_H",17.0589673913,20.5175438596,15.0630311507,271.224,222.869,882.227,-29.4671052632,-19.9973404255,32.4738561543,35.2508153379,28.3280491615,"CrossValidation"
"Mur13W","HMV5405_Martonvasar",3042,"HMV5405","HMV5405_H",17.0098944444,20.6934126984,15.3272072606,335.527,251.758,930.625,-30.375,-21.306122449,32.620500343,35.3007116002,28.6171712863,"CrossValidation"
"Mur13W","F924_inra",3043,"F924","F924_H",17.1804055556,20.8836507937,15.1975685752,355.118,224.398,906.197,-32.625,-20.7083333333,32.6212428414,35.4012139511,28.490700957,"CrossValidation"
"Mur13W","EZ40_csic",3044,"EZ40","EZ40_H",17.0098944444,20.9515686275,14.9913504228,335.527,247.429,857.667,-34.5661764706,-19.1657608696,32.620500343,35.6533102517,28.1902073844,"CrossValidation"
"Mur13W","W23_uh",3045,"W23","W23_H",17.2565265152,20.0920707071,15.2159562632,233.414,226.499,844.842,-29.2102272727,-19.1657608696,32.7165368467,35.118545967,28.3657021221,"CrossValidation"
"Mur13W","Mo17_inra",3046,"Mo17","Mo17_H",17.0332233796,20.7993386243,14.9827421113,293.562,273.432,797.909,-35.380952381,-17.1079545455,32.4349955727,35.7357458259,28.0422784788,"CrossValidation"
"Mur13W","W9_inra",3047,"W9","W9_H",17.0589673913,20.5175438596,15.2851300221,271.224,274.007,869.402,-29.4671052632,-19.9973404255,32.4738561543,35.2508153379,28.5029266375,"CrossValidation"
"Mur13W","F7025_inra",3049,"F7025","F7025_H",17.18334375,20.5175438596,15.2851300221,273.473,274.007,869.402,-29.4671052632,-19.9973404255,32.7445805383,35.2508153379,28.5029266375,"CrossValidation"
"Mur13W","CO109_inra",3050,"CO109","CO109_H",17.3310171958,19.5271929825,15.841404554,211.311,257.019,929.06,-24.1447368421,-21.72,32.7044766826,34.7389597922,29.0712631685,"CrossValidation"
"Mur13W","PHG83_usda",3051,"PHG83","PHG83_H",17.2494070513,21.2096825397,15.2851300221,378.371,248.368,869.402,-34.9077380952,-19.9973404255,32.7249136571,35.6339588247,28.5029266375,"CrossValidation"
"Mur13W","N25_inra",3052,"N25","N25_H",16.932806713,20.8353703704,14.9913504228,313.813,247.429,857.667,-33.4791666667,-19.1657608696,32.4894218269,35.6595921671,28.1902073844,"CrossValidation"
"Mur13W","B107_inra",3053,"B107","B107_H",17.2241820988,21.2096825397,15.2851300221,381.328,248.368,869.402,-34.9077380952,-19.9973404255,32.8150726572,35.6339588247,28.5029266375,"CrossValidation"
"Mur13W","F748_inra",3054,"F748","F748_H",17.0332233796,20.7440123457,15.0630311507,293.562,248.368,882.227,-30.8819444444,-19.9973404255,32.4349955727,35.4569049568,28.3280491615,"CrossValidation"
"Mur13W","PHG86_usda",3055,"PHG86","PHG86_H",17.0332233796,20.7440123457,15.0630311507,293.562,222.869,882.227,-30.8819444444,-19.9973404255,32.4349955727,35.4569049568,28.3280491615,"CrossValidation"
"Mur13W","DK78371A_usda",3056,"DK78371A","DK78371A_H",17.2494070513,21.1958496732,14.7544752959,378.371,273.432,810.734,-39.7549019608,-17.1079545455,32.7249136571,35.9471645097,27.8663165236,"CrossValidation"
"Mur13W","F712_inra",3057,"F712","F712_H",17.1804055556,21.0724382716,14.7544752959,355.118,294.362,810.734,-38.7777777778,-17.1079545455,32.6212428414,35.9121378176,27.8663165236,"CrossValidation"
"Mur13W","HMV5325_Martonvasar",3058,"HMV5325","HMV5325_H",17.0098944444,20.8801481481,15.4182551651,335.527,224.398,893.372,-31.6833333333,-20.7083333333,32.620500343,35.386317629,28.6653812447,"CrossValidation"
"Mur13W","B113_uh",3059,"B113","B113_H",17.2494070513,21.1497569444,14.8741229298,378.371,270.691,834.405,-38.0833333333,-18.2055555556,32.7249136571,35.8155755752,28.0360877059,"CrossValidation"
"Mur13W","LH145_usda",3060,"LH145","LH145_H",17.2644070048,20.2576111111,15.2851300221,255.57,300.156,869.402,-28.46875,-19.9973404255,32.742815454,35.1275334448,28.5029266375,"CrossValidation"
"Mur13W","PB98TR_inra",3061,"PB98TR","PB98TR_H",17.1804055556,21.0217973856,15.1005487422,355.118,270.691,821.58,-37.1470588235,-18.2055555556,32.6212428414,35.786229015,28.2119447327,"CrossValidation"
"Mur13W","PB116_inra",3062,"PB116","PB116_H",17.0098944444,21.0463194444,15.5123821891,335.527,222.869,860.558,-33.0859375,-19.9973404255,32.620500343,35.5856172947,28.711473361,"CrossValidation"
"Mur13W","W602S_uh",3063,"W602S","W602S_H",17.0332233796,20.7426388889,15.1005487422,293.562,270.691,821.58,-33.825,-18.2055555556,32.4349955727,35.619903744,28.2119447327,"CrossValidation"
"Mur13W","N6_inra",3064,"N6","N6_H",16.932806713,20.8353703704,14.9913504228,313.813,272.928,857.667,-33.4791666667,-19.1657608696,32.4894218269,35.6595921671,28.1902073844,"CrossValidation"
"Mur13W","F918_inra",3065,"F918","F918_H",17.0098944444,20.9515686275,14.9913504228,335.527,324.716,857.667,-34.5661764706,-19.1657608696,32.620500343,35.6533102517,28.1902073844,"CrossValidation"
"Mur13W","B106_inra",3066,"B106","B106_H",17.1804055556,21.0724382716,14.7544752959,355.118,248.924,810.734,-38.7777777778,-17.1079545455,32.6212428414,35.9121378176,27.8663165236,"CrossValidation"
"Mur13W","AS5707_usda",3067,"AS5707","AS5707_H",17.3938734568,21.4296666667,15.3272072606,428.072,225.609,930.625,-32.925,-21.306122449,33.2200438183,35.5975746291,28.6171712863,"CrossValidation"
"Mur13W","Lp5_usda",3069,"Lp5","Lp5_H",17.0589673913,20.1647058824,15.5464486457,271.224,251.758,917.8,-26.8088235294,-21.306122449,32.4738561543,34.9767986533,28.7910863365,"CrossValidation"
"Mur13W","EM1163_inra",3070,"EA1163","EA1163_H",17.1380618687,20.0849122807,15.4182551651,253.321,276.186,893.372,-27.1184210526,-20.7083333333,32.4597051851,34.9460819271,28.6653812447,"CrossValidation"
"Mur13W","LH82_inra",3072,"LH82","LH82_H",17.0635388889,20.9177124183,15.0630311507,316.134,248.368,882.227,-32.0220588235,-19.9973404255,32.4611168609,35.5962506733,28.3280491615,"CrossValidation"
"Mur13W","B108_uh",3074,"B108","B108_H",17.3611611111,21.2096825397,15.0630311507,376.558,222.869,882.227,-34.9077380952,-19.9973404255,33.1680568061,35.6339588247,28.3280491615,"CrossValidation"
"Mur13W","UH_P128_uh",3075,"UH_P128","UH_P128_H",17.0589673913,20.1647058824,15.5464486457,271.224,251.758,917.8,-26.8088235294,-21.306122449,32.4738561543,34.9767986533,28.7910863365,"CrossValidation"
"Mur13W","EP51_csic",3076,"EP51","EP51_H",17.0332233796,20.5796078431,15.4182551651,293.562,276.186,893.372,-29.5147058824,-20.7083333333,32.4349955727,35.2734809966,28.6653812447,"CrossValidation"
"Mur13W","PHH93_usda",3077,"PHH93","PHH93_H",17.0589673913,20.349691358,15.4182551651,271.224,276.186,893.372,-28.0972222222,-20.7083333333,32.4738561543,35.0661321744,28.6653812447,"CrossValidation"
"Mur13W","EP55_csic",3078,"EP55","EP55_H",17.0589673913,20.5175438596,15.2851300221,271.224,248.368,869.402,-29.4671052632,-19.9973404255,32.4738561543,35.2508153379,28.5029266375,"CrossValidation"
"Mur13W","B98_uh",3079,"B98","B98_H",16.932806713,20.94975,14.7544752959,313.813,294.362,810.734,-36.575,-17.1079545455,32.4894218269,35.8681317283,27.8663165236,"CrossValidation"
"Mur13W","ML606_usda",3080,"ML606","ML606_H",17.0589673913,20.349691358,15.1975685752,271.224,224.398,906.197,-28.0972222222,-20.7083333333,32.4738561543,35.0661321744,28.490700957,"CrossValidation"
"Mur13W","DKFBHJ_usda",3081,"DKFBHJ","DKFBHJ_H",17.0332233796,20.5796078431,15.4182551651,293.562,250.037,893.372,-29.5147058824,-20.7083333333,32.4349955727,35.2734809966,28.6653812447,"CrossValidation"
"Mur13W","PHG47_usda",3082,"PHG47","PHG47_H",17.0332233796,20.5796078431,15.4182551651,293.562,276.186,893.372,-29.5147058824,-20.7083333333,32.4349955727,35.2734809966,28.6653812447,"CrossValidation"
"Mur13W","PHB09_usda",3083,"PHB09","PHB09_H",16.8954891304,20.7440123457,15.2851300221,291.241,222.869,869.402,-30.8819444444,-19.9973404255,32.4633954812,35.4569049568,28.5029266375,"CrossValidation"
"Mur13W","F98902_inra",3084,"F98902","F98902_H",17.2644070048,20.0849122807,15.6439642662,255.57,276.186,884.528,-27.1184210526,-20.7083333333,32.742815454,34.9460819271,28.8731723597,"CrossValidation"
"Mur13W","B37_inra",3085,"B37","B37_H",16.932806713,20.94975,14.5674391692,313.813,248.924,822.902,-36.575,-17.1079545455,32.4894218269,35.8681317283,27.7306308809,"CrossValidation"
"Mur13W","FV353_inra",3086,"F353","F353_H",17.2565265152,19.7402469136,15.6196638578,233.414,257.019,937.904,-24.3472222222,-21.72,32.7165368467,34.8372464311,28.8668703569,"CrossValidation"
"Mur13W","EC136_ciam",3087,"EC136","EC136_H",17.2565265152,19.7661403509,15.5464486457,233.414,277.123,917.8,-25.2763157895,-21.306122449,32.7165368467,34.7742999684,28.7910863365,"CrossValidation"
"Mur13W","W95115_inra",3088,"W95115","W95115_H",17.0589673913,20.5175438596,15.0630311507,271.224,248.368,882.227,-29.4671052632,-19.9973404255,32.4738561543,35.2508153379,28.3280491615,"CrossValidation"
"Mur13W","Pa91_inra",3089,"Pa91","Pa91_H",17.0098944444,21.0974166667,14.632770847,335.527,249.354,787.029,-38.1416666667,-16.4282945736,32.620500343,35.9935178935,27.6868718424,"CrossValidation"
"Mur13W","EA3076_csic",3090,"EA3076","EA3076_H",17.0282928241,21.0112037037,15.1005487422,332.57,249.761,821.58,-36.1111111111,-18.2055555556,32.5147209131,35.7524256874,28.2119447327,"CrossValidation"
"Mur13W","PHK76_usda",3091,"PHK76","PHK76_H",17.0332233796,20.7440123457,15.0630311507,293.562,222.869,882.227,-30.8819444444,-19.9973404255,32.4349955727,35.4569049568,28.3280491615,"CrossValidation"
"Mur13W","EP10_csic",3092,"EP10","EP10_H",17.2565265152,19.9525555556,15.4182551651,233.414,276.186,893.372,-26.5125,-20.7083333333,32.7165368467,34.8648250716,28.6653812447,"CrossValidation"
"Mur13W","NDB8_inra",3094,"NDB8","NDB8_H",17.1804055556,20.6828205128,15.5464486457,355.118,225.609,917.8,-31.2884615385,-21.306122449,32.6212428414,35.3101687141,28.7910863365,"CrossValidation"
"Mur13W","MS71_uh",3096,"MS71","MS71_H",17.2644070048,20.2576111111,15.0630311507,255.57,274.007,882.227,-28.46875,-19.9973404255,32.742815454,35.1275334448,28.3280491615,"CrossValidation"
"Mur13W","DK4676A_usda",3097,"DK4676A","DK4676A_H",17.0589673913,20.1647058824,15.7705849142,271.224,251.758,908.956,-26.8088235294,-21.306122449,32.4738561543,34.9767986533,28.9975534835,"CrossValidation"
"Mur13W","EP29_csic",3098,"EP29","EP29_H",17.0332233796,20.5796078431,15.1975685752,293.562,301.551,906.197,-29.5147058824,-20.7083333333,32.4349955727,35.2734809966,28.490700957,"CrossValidation"
"Mur13W","NC358_uh",3099,"NC358","NC358_H",17.1568643162,21.0217973856,14.8741229298,358.075,296.19,834.405,-37.1470588235,-18.2055555556,32.7188568344,35.786229015,28.0360877059,"CrossValidation"
"Mur13W","LH93_usda",3100,"LH93","LH93_H",17.2080298354,21.4842592593,14.6881915325,403.736,225.253,846.573,-38.9,-18.2055555556,32.7235415391,36.0240895154,27.8998432839,"CrossValidation"
"Mur13W","11430_usda",3101,"11430","11430_H",17.0589673913,20.349691358,15.4182551651,271.224,250.037,893.372,-28.0972222222,-20.7083333333,32.4738561543,35.0661321744,28.6653812447,"CrossValidation"
"Mur13W","A3_inra",3102,"A3","A3_H",17.2644070048,20.2184656085,14.9913504228,255.57,272.928,857.667,-29.8869047619,-19.1657608696,32.742815454,35.2041460219,28.1902073844,"CrossValidation"
"Mur13W","A375_inra",3103,"A375","A375_H",17.0589673913,20.5175438596,15.2851300221,271.224,248.368,869.402,-29.4671052632,-19.9973404255,32.4738561543,35.2508153379,28.5029266375,"CrossValidation"
"Mur13W","B109_uh",3104,"B109","B109_H",17.0589673913,20.4634444444,14.9913504228,271.224,226.499,857.667,-30.90625,-19.1657608696,32.4738561543,35.3250944491,28.1902073844,"CrossValidation"
"Mur13W","B110_uh",3105,"B110","B110_H",16.932806713,20.8979824561,14.8741229298,313.813,270.691,834.405,-35,-18.2055555556,32.4894218269,35.7531603739,28.0360877059,"CrossValidation"
"Mur13W","C103_inra",3106,"C103","C103_H",17.3938734568,21.6585763889,14.4446274037,428.072,249.354,799.197,-41.6770833333,-16.4282945736,33.2200438183,36.3522588598,27.5519278783,"CrossValidation"
"Mur13W","CR1Ht_usda",3107,"CR1Ht","CR1Ht_H",17.2565265152,19.7661403509,15.7705849142,233.414,251.758,908.956,-25.2763157895,-21.306122449,32.7165368467,34.7742999684,28.9975534835,"CrossValidation"
"Mur13W","D09_uh",3108,"D09","D09_H",17.8535039683,19.3048538012,15.683361337,191.818,256.838,961.338,-23.7236842105,-21.9607843137,32.9634868335,34.6842202582,28.9406509687,"CrossValidation"
"Mur13W","DE811_inra",3109,"DE811","DE811_H",17.0098944444,21.0597368421,14.7544752959,335.527,225.649,810.734,-37.7105263158,-17.1079545455,32.620500343,35.8734868335,27.8663165236,"CrossValidation"
"Mur13W","DK78010_usda",3110,"DK78010","DK78010_H",16.932806713,20.7538888889,15.6439642662,313.813,198.899,884.528,-30.640625,-20.7083333333,32.4894218269,35.4100718228,28.8731723597,"CrossValidation"
"Mur13W","DKFAPW_usda",3111,"DKFAPW","DKFAPW_H",17.7481426768,19.9007729469,15.2159562632,213.866,298.567,844.842,-28.8315217391,-19.1657608696,32.9479901129,35.0251222421,28.3657021221,"CrossValidation"
"Mur13W","DKIBO2_usda",3112,"DKIBO2","DKIBO2_H",17.2565265152,19.7661403509,15.7705849142,233.414,251.758,908.956,-25.2763157895,-21.306122449,32.7165368467,34.7742999684,28.9975534835,"CrossValidation"
"Mur13W","DKMBST_usda",3113,"DKMBST","DKMBST_H",17.0098944444,21.0112037037,14.8741229298,335.527,225.253,834.405,-36.1111111111,-18.2055555556,32.620500343,35.7524256874,28.0360877059,"CrossValidation"
"Mur13W","EC140_ciam",3114,"EC140","EC140_H",17.0098944444,21.0463194444,15.0630311507,335.527,274.007,882.227,-33.0859375,-19.9973404255,32.620500343,35.5856172947,28.3280491615,"CrossValidation"
"Mur13W","EC151_ciam",3115,"EC151","EC151_H",17.2494070513,21.1497569444,14.8741229298,378.371,270.691,834.405,-38.0833333333,-18.2055555556,32.7249136571,35.8155755752,28.0360877059,"CrossValidation"
"Mur13W","EC169_ciam",3116,"EC169","EC169_H",16.932806713,20.7538888889,15.6439642662,313.813,276.186,884.528,-30.640625,-20.7083333333,32.4894218269,35.4100718228,28.8731723597,"CrossValidation"
"Mur13W","EC175_ciam",3117,"EC175","EC175_H",17.0589673913,20.5175438596,15.5123821891,271.224,300.156,860.558,-29.4671052632,-19.9973404255,32.4738561543,35.2508153379,28.711473361,"CrossValidation"
"Mur13W","EC242C_ciam",3118,"EC242C","EC242C_H",16.932806713,20.6596581197,15.9026326078,313.813,256.838,952.494,-28.0192307692,-21.9607843137,32.4894218269,35.590190259,29.1430029647,"CrossValidation"
"Mur13W","EC334_ciam",3119,"EC334","EC334_H",17.2644070048,20.2576111111,15.2851300221,255.57,222.869,869.402,-28.46875,-19.9973404255,32.742815454,35.1275334448,28.5029266375,"CrossValidation"
"Mur13W","EM1027_inra",3120,"EA1027","EA1027_H",17.0098944444,21.0974166667,14.632770847,335.527,225.405,787.029,-38.1416666667,-16.4282945736,32.620500343,35.9935178935,27.6868718424,"CrossValidation"
"Mur13W","EP2008-22_csic",3121,"EP2008-22","EP2008-22_H",17.8535039683,19.5581313131,15.1975685752,191.818,276.186,906.197,-26.2159090909,-20.7083333333,32.9634868335,34.6767663957,28.490700957,"CrossValidation"
"Mur13W","EP67_csic",3122,"EP67","EP67_H",17.2565265152,19.7661403509,15.3272072606,233.414,277.123,930.625,-25.2763157895,-21.306122449,32.7165368467,34.7742999684,28.6171712863,"CrossValidation"
"Mur13W","EP72_csic",3123,"EP72","EP72_H",17.1568643162,21.0724382716,14.9827421113,358.075,248.924,797.909,-38.7777777778,-17.1079545455,32.7188568344,35.9121378176,28.0422784788,"CrossValidation"
"Mur13W","EP77_csic",3124,"EP77","EP77_H",17.4207902778,19.5581313131,15.4182551651,189.263,276.186,893.372,-26.2159090909,-20.7083333333,32.7085725677,34.6767663957,28.6653812447,"CrossValidation"
"Mur13W","EZ18_csic",3125,"EZ18","EZ18_H",17.0282928241,21.3002539683,14.4446264759,332.57,271.784,764.599,-37.5714285714,-16.1964285714,32.5147209131,36.1208892588,27.4942149174,"CrossValidation"
"Mur13W","EZ31_csic",3126,"EZ31","EZ31_H",16.932806713,20.8353703704,14.9913504228,313.813,247.429,857.667,-33.4791666667,-19.1657608696,32.4894218269,35.6595921671,28.1902073844,"CrossValidation"
"Mur13W","EZ35_csic",3127,"EZ35","EZ35_H",16.8954891304,20.6751461988,14.9913504228,291.241,272.928,857.667,-32.3223684211,-19.1657608696,32.4633954812,35.524246673,28.1902073844,"CrossValidation"
"Mur13W","EZ36_csic",3128,"EZ36","EZ36_H",17.0282928241,20.9515686275,15.2159562632,332.57,226.499,844.842,-34.5661764706,-19.1657608696,32.5147209131,35.6533102517,28.3657021221,"CrossValidation"
"Mur13W","EZ38_csic",3129,"EZ38","EZ38_H",17.0098944444,21.0112037037,14.8741229298,335.527,225.253,834.405,-36.1111111111,-18.2055555556,32.620500343,35.7524256874,28.0360877059,"CrossValidation"
"Mur13W","EZ42_csic",3130,"EZ42","EZ42_H",17.0098944444,21.0112037037,14.8741229298,335.527,270.691,834.405,-36.1111111111,-18.2055555556,32.620500343,35.7524256874,28.0360877059,"CrossValidation"
"Mur13W","W153R_usa",3131,"W153R","W153R_H",17.0635388889,20.9177124183,15.0630311507,316.134,248.368,882.227,-32.0220588235,-19.9973404255,32.4611168609,35.5962506733,28.3280491615,"CrossValidation"
"Mur13W","EZ48_csic",3132,"EZ48","EZ48_H",17.1568643162,21.3237111111,14.4446264759,358.075,295.059,764.599,-38.525,-16.1964285714,32.7188568344,36.1680452658,27.4942149174,"CrossValidation"
"Mur13W","F04401_inra",3134,"F04401","F04401_H",17.0098944444,21.0463194444,15.2851300221,335.527,274.007,869.402,-33.0859375,-19.9973404255,32.620500343,35.5856172947,28.5029266375,"CrossValidation"
"Mur13W","F04402_inra",3135,"F04402","F04402_H",17.0098944444,20.8801481481,15.4182551651,335.527,250.037,893.372,-31.6833333333,-20.7083333333,32.620500343,35.386317629,28.6653812447,"CrossValidation"
"Mur13W","F04701_inra",3136,"F04701","F04701_H",17.0098944444,20.9515686275,15.2159562632,335.527,247.429,844.842,-34.5661764706,-19.1657608696,32.620500343,35.6533102517,28.3657021221,"CrossValidation"
"Mur13W","F04702_inra",3137,"F04702","F04702_H",16.932806713,20.9177124183,15.2851300221,313.813,248.368,869.402,-32.0220588235,-19.9973404255,32.4894218269,35.5962506733,28.5029266375,"CrossValidation"
"Mur13W","F05101_inra",3138,"F05101","F05101_H",17.0589673913,20.1604861111,15.6196638578,271.224,257.019,937.904,-25.859375,-21.72,32.4738561543,35.0602695916,28.8668703569,"CrossValidation"
"Mur13W","F05404_inra",3139,"F05404","F05404_H",16.932806713,20.7538888889,15.4182551651,313.813,198.899,893.372,-30.640625,-20.7083333333,32.4894218269,35.4100718228,28.6653812447,"CrossValidation"
"Mur13W","F608_inra",3140,"F608","F608_H",17.0589673913,20.4634444444,14.9913504228,271.224,247.429,857.667,-30.90625,-19.1657608696,32.4738561543,35.3250944491,28.1902073844,"CrossValidation"
"Mur13W","F618_inra",3141,"F618","F618_H",17.2565265152,19.9525555556,15.1975685752,233.414,276.186,906.197,-26.5125,-20.7083333333,32.7165368467,34.8648250716,28.490700957,"CrossValidation"
"Mur13W","F7019_inra",3142,"F7019","F7019_H",17.2644070048,19.8756862745,15.841404554,255.57,257.019,929.06,-24.8970588235,-21.72,32.742815454,34.9264406437,29.0712631685,"CrossValidation"
"Mur13W","F7058_inra",3143,"F7058","F7058_H",17.0332233796,20.7440123457,15.2851300221,293.562,248.368,869.402,-30.8819444444,-19.9973404255,32.4349955727,35.4569049568,28.5029266375,"CrossValidation"
"Mur13W","F7057_inra",3144,"F7057","F7057_H",17.18334375,20.4634444444,15.2159562632,273.473,247.429,844.842,-30.90625,-19.1657608696,32.7445805383,35.3250944491,28.3657021221,"CrossValidation"
"Mur13W","F7082_inra",3145,"F7082","F7082_H",17.2565265152,20.1233333333,15.0630311507,233.414,248.368,882.227,-27.8273809524,-19.9973404255,32.7165368467,35.0415054149,28.3280491615,"CrossValidation"
"Mur13W","F752_inra",3146,"F752","F752_H",17.0098944444,21.0112037037,14.8741229298,335.527,249.761,834.405,-36.1111111111,-18.2055555556,32.620500343,35.7524256874,28.0360877059,"CrossValidation"
"Mur13W","F874_inra",3147,"F874","F874_H",17.8535039683,19.3048538012,15.4686891955,191.818,279.386,974.163,-23.7236842105,-21.9607843137,32.9634868335,34.6842202582,28.7697399408,"CrossValidation"
"Mur13W","F888_inra",3148,"F888","F888_H",17.0589673913,20.349691358,15.1975685752,271.224,276.186,906.197,-28.0972222222,-20.7083333333,32.4738561543,35.0661321744,28.490700957,"CrossValidation"
"Mur13W","F908_inra",3149,"F908","F908_H",17.0332233796,20.5796078431,15.4182551651,293.562,276.186,893.372,-29.5147058824,-20.7083333333,32.4349955727,35.2734809966,28.6653812447,"CrossValidation"
"Mur13W","F922_inra",3150,"F922","F922_H",17.0635388889,20.9177124183,15.2851300221,316.134,222.869,869.402,-32.0220588235,-19.9973404255,32.4611168609,35.5962506733,28.5029266375,"CrossValidation"
"Mur13W","FP1_inra",3151,"FP1","FP1_H",17.3310171958,19.9219191919,15.2851300221,211.311,300.156,869.402,-27.4943181818,-19.9973404255,32.7044766826,34.9473370002,28.5029266375,"CrossValidation"
"Mur13W","FV218_inra",3152,"F218","F218_H",17.7481426768,19.5271929825,15.841404554,213.866,257.019,929.06,-24.1447368421,-21.72,32.9479901129,34.7389597922,29.0712631685,"CrossValidation"
"Mur13W","FV252_inra",3153,"F252","F252_H",17.8535039683,19.3048538012,15.9026326078,191.818,256.838,952.494,-23.7236842105,-21.9607843137,32.9634868335,34.6842202582,29.1430029647,"CrossValidation"
"Mur13W","FV354_inra",3154,"F354","F354_H",17.18334375,20.349691358,15.6439642662,273.473,198.899,884.528,-28.0972222222,-20.7083333333,32.7445805383,35.0661321744,28.8731723597,"CrossValidation"
"Mur13W","H99_inra",3155,"H99","H99_H",17.2644070048,20.2576111111,15.0630311507,255.57,248.368,882.227,-28.46875,-19.9973404255,32.742815454,35.1275334448,28.3280491615,"CrossValidation"
"Mur13W","HMV5301_Martonvasar",3156,"HMV5301","HMV5301_H",17.2644070048,20.0849122807,15.4182551651,255.57,250.037,893.372,-27.1184210526,-20.7083333333,32.742815454,34.9460819271,28.6653812447,"CrossValidation"
"Mur13W","HMV5343_Martonvasar",3157,"HMV5343","HMV5343_H",17.0098944444,20.7288888889,15.4026690293,335.527,257.019,950.729,-29.4807692308,-21.72,32.620500343,35.4283614433,28.6944650148,"CrossValidation"
"Mur13W","HMV5347_Martonvasar",3158,"HMV5347","HMV5347_H",17.0589673913,20.349691358,15.4182551651,271.224,224.398,893.372,-28.0972222222,-20.7083333333,32.4738561543,35.0661321744,28.6653812447,"CrossValidation"
"Mur13W","HMV5409_Martonvasar",3159,"HMV5409","HMV5409_H",17.0589673913,20.349691358,15.1975685752,271.224,198.899,906.197,-28.0972222222,-20.7083333333,32.4738561543,35.0661321744,28.490700957,"CrossValidation"
"Mur13W","HMV5502_Martonvasar",3160,"HMV5502","HMV5502_H",16.932806713,20.8979824561,14.8741229298,313.813,249.761,834.405,-35,-18.2055555556,32.4894218269,35.7531603739,28.0360877059,"CrossValidation"
