"Experiment","parent1","Code_ID","Variety_ID","Accession_ID","geno.panel","grain.yield","grain.number","seed.size","anthesis","silking","plant.height","tassel.height","ear.height","type"
"Gra13W","PHV63_usda",3232,"PHV63","PHV63_H","DROPS",11.532207271,4060.6840601455,306.0665398756,NA,NA,281.4751176136,334.0090029416,139.1466700194,NA
"Gra13W","PHW65_usda",3233,"PHW65","PHW65_H","DROPS",11.0551767645,3757.8185195854,314.2191873281,NA,NA,287.3225051208,337.1304403384,114.5603380669,NA
"Gra13W","PHZ51_usda",3234,"PHZ51","PHZ51_H","DROPS",8.8855957398,3270.810116861,286.1970599594,NA,NA,316.511519739,357.3303206171,142.7455731077,NA
"Gra13W","SC-Malawi_cim",3235,"SC-Malawi","SC-Malawi_H","DROPS",6.087500755,1728.9929786434,396.0913543538,NA,NA,286.984307143,333.2341116718,155.6842003686,NA
"Gra13W","UH_2500_uh",3236,"UH_2500","UH_2500_H","DROPS",8.7744659647,3629.9834632283,259.0618985769,NA,NA,249.6452285434,302.947626682,115.0609064366,NA
"Gra13W","UH_6102_uh",3237,"UH_6102","UH_6102_H","DROPS",11.1569703087,4107.3904622633,275.7624682946,NA,NA,259.123889757,297.117063924,113.3795101039,NA
"Gra13W","UH_6179_uh",3238,"UH_6179","UH_6179_H","DROPS",11.0332884734,3625.1336466333,301.911895237,NA,NA,266.5850410399,314.6882886516,131.7267962829,NA
"Gra13W","UH_P024_uh",3239,"UH_P024","UH_P024_H","DROPS",10.662826503,3752.7586550918,290.3479515778,NA,NA,296.2524677062,344.3536497934,125.4487464962,NA
"Gra13W","UH_P060_uh",3240,"UH_P060","UH_P060_H","DROPS",9.1878554819,3067.9661311094,297.5481878941,NA,NA,262.8590432312,307.4794294179,110.7415816492,NA
"Gra13W","UH_P064_uh",3241,"UH_P064","UH_P064_H","DROPS",9.1763388023,2997.7529222535,318.4086852553,NA,NA,281.1740004879,347.804564951,114.9642456676,NA
"Gra13W","UH_P074_uh",3242,"UH_P074","UH_P074_H","DROPS",9.824259749,3312.6374812475,309.3620809969,NA,NA,288.166719107,333.0896035502,126.9564294005,NA
"Gra13W","UH_P087_uh",3243,"UH_P087","UH_P087_H","DROPS",10.0555492444,3357.3760565273,298.898462741,NA,NA,272.9670456711,323.2655038656,141.3397885765,NA
"Gra13W","UH_P104_uh",3244,"UH_P104","UH_P104_H","DROPS",8.4397140842,2925.166032695,293.5175426674,NA,NA,256.4026647289,305.9561396914,135.4180276185,NA
"Gra13W","UH_P115_uh",3245,"UH_P115","UH_P115_H","DROPS",10.5526490003,3639.7986005677,289.8170225461,NA,NA,281.2488856575,326.148248719,126.9924501736,NA
"Gra13W","UH_P148_uh",3246,"UH_P148","UH_P148_H","DROPS",10.2009835372,3631.9697707073,295.4185639483,NA,NA,270.2242568843,321.2936321778,139.3508003228,NA
"Gra13W","UH_S018_uh",3247,"UH_S018","UH_S018_H","DROPS",10.7800840584,3976.4787671723,285.3754329807,NA,NA,266.5751561353,342.2743068459,135.0208916285,NA
"Gra13W","UH_S020_uh",3248,"UH_S020","UH_S020_H","DROPS",12.3799339906,4042.6064139035,330.3816319466,NA,NA,296.8132446338,333.6089814793,148.9693880917,NA
"Gra13W","UH_S025_uh",3249,"UH_S025","UH_S025_H","DROPS",9.7340513463,4083.175212027,263.5929898264,NA,NA,278.8071575025,324.59837014,113.0440867491,NA
"Gra13W","UH304_uh",3250,"UH304","UH304_H","DROPS",9.5667531271,3199.8844761654,296.7311185172,NA,NA,265.5556832996,320.3221213813,121.7664488721,NA
"Gra13W","Va26_inra",3251,"Va26","Va26_H","DROPS",10.6936818653,3383.5238621776,360.0344290674,NA,NA,302.2661908737,358.1835842677,152.8919649121,NA
"Gra13W","W117_inra",3252,"W117","W117_H","DROPS",8.8221701267,3724.1921378271,246.2107370171,NA,NA,256.3426803846,307.4230388204,120.0906018207,NA
"Gra13W","W182E_inra",3253,"W182E","W182E_H","DROPS",7.9545649676,2628.864800518,315.4918575119,NA,NA,250.6288107706,307.2506388965,126.7088100128,NA
"Gra13W","W604S_uh",3254,"W604S","W604S_H","DROPS",10.770022462,3425.7037697645,354.5770096375,NA,NA,253.8578967521,327.0077165114,144.1545377655,NA
"Gra13W","Wf9_inra",3255,"Wf9","Wf9_H","DROPS",8.7893299235,3180.3992151855,296.2489412593,NA,NA,282.9465210147,332.4256419035,142.5104379792,NA
"Gra13W","SGI061_ifsi",3256,"SGI061","SGI061_H","DROPS",12.3045111985,4199.3207449331,305.2223484592,NA,NA,288.0788739303,329.2708856667,134.0449288228,NA
"Kar12R","B73_inra",3001,"B73","B73_H","DROPS",12.9131106261,5265.2394373786,295.8899874064,66.2557419105,67.7472893424,257.9565495084,308.214543032,149.718217653,"CrossValidation"
"Kar12R","PH207_usda",3002,"PH207","PH207_H","DROPS",10.5901924845,4009.6963795649,306.1885365235,61.9908413405,63.6373439263,238.4748221677,288.8456709919,134.5006181853,"CrossValidation"
"Kar12R","Oh43_inra",3003,"Oh43","Oh43_H","DROPS",10.0896584746,4423.2059483331,275.5693393928,65.044117778,65.7213026994,248.743522431,303.6419628655,141.9585243678,"CrossValidation"
"Kar12R","W64A_inra",3004,"W64A","W64A_H","DROPS",8.2254885097,3689.4786256173,270.892721115,63.937876361,64.7843777676,229.7284573601,282.1476549945,133.027569216,"CrossValidation"
"Kar12R","Oh33_inra",3005,"Oh33","Oh33_H","DROPS",8.5360687253,3664.9137273191,261.3258002332,63.9122955036,64.685138164,244.8973420315,294.8945923994,141.7691334757,"CrossValidation"
"Kar12R","EZ47_csic",3006,"EZ47","EZ47_H","DROPS",9.6541896223,3941.9296217332,287.9925950523,63.2304675515,64.0502382794,238.5872529995,294.6007868077,150.873430796,"CrossValidation"
"Kar12R","MS153_inra",3007,"MS153","MS153_H","DROPS",10.25101084,3990.236647109,300.7326550064,63.6577325815,64.7782605313,244.9830960996,296.3789046904,146.4563619535,"CrossValidation"
"Kar12R","A310_inra",3008,"A310","A310_H","DROPS",6.1725407071,2410.703173484,295.0866787148,66.0928376707,67.7204509276,253.6259503319,301.167845354,156.524522911,"CrossValidation"
"Kar12R","B84_inra",3009,"B84","B84_H","DROPS",10.8011735584,4432.7422992312,302.0775402846,66.6168570641,67.8311308459,243.4136405205,301.0640762682,149.4743403022,"CrossValidation"
"Kar12R","F894_inra",3010,"F894","F894_H","DROPS",11.1990436786,4825.3138888175,286.3049706064,66.4819904637,68.5434292362,262.5184564738,309.4418388168,146.4668932711,"CrossValidation"
"Kar12R","F912_inra",3011,"F912","F912_H","DROPS",10.7527306108,4395.9474849175,288.5334302362,64.519424973,65.1572512509,239.0652256137,288.6499440545,144.0031424827,"CrossValidation"
"Kar12R","B105_inra",3012,"B105","B105_H","DROPS",10.2450957513,4274.7351502582,303.225211744,64.9966901608,67.040190343,246.4757306737,296.0452344591,135.5986389072,"CrossValidation"
"Kar12R","A347_inra",3013,"A347","A347_H","DROPS",7.4511190993,2903.2176565075,295.4189350136,65.3783111679,65.5185184165,244.403053075,302.178806766,150.0103588094,"CrossValidation"
"Kar12R","EP52_csic",3014,"EP52","EP52_H","DROPS",11.8800276117,5009.7680699613,289.7777950579,67.5853015619,68.5868648942,255.1861005964,302.4442781935,147.3275303813,"CrossValidation"
"Kar12R","F7028_inra",3015,"F7028","F7028_H","DROPS",9.0268500319,4509.4254676623,230.0921840558,64.1222307993,64.8260827982,232.8495285989,288.6323753356,147.0087432073,"CrossValidation"
"Kar12R","FC1890_inra",3016,"F1890","F1890_H","DROPS",10.2623375224,4076.0696416693,288.627509849,65.4464949251,66.4111943868,230.1884705791,287.5224378514,153.0797286529,"CrossValidation"
"Kar12R","A374_inra",3017,"A374","A374_H","DROPS",10.578703986,5192.2419276889,244.3797182384,67.665271316,68.7177922803,244.6426275457,289.0922027972,144.9853250398,"CrossValidation"
"Kar12R","FR19_usda",3018,"FR19","FR19_H","DROPS",9.491250879,4153.4969463869,254.9072935054,64.9175851805,66.1136915609,243.5196481007,298.5606494745,141.7770982262,"CrossValidation"
"Kar12R","B100_uh",3019,"B100","B100_H","DROPS",9.5378226954,3826.5043155294,296.7882101425,64.9471120901,65.6101997248,241.3127524222,292.1621789532,145.8447088613,"CrossValidation"
"Kar12R","EZ11A_csic",3020,"EZ11A","EZ11A_H","DROPS",11.4479069545,5283.5545925928,277.1431964844,68.0762411334,69.656061891,261.5915050195,311.6327006008,168.9615777322,"CrossValidation"
"Kar12R","EZ37_csic",3021,"EZ37","EZ37_H","DROPS",11.2091222435,4610.1259020068,286.7646485707,65.0038754632,69.0934424893,259.6557896173,306.2387947234,151.8590572338,"CrossValidation"
"Kar12R","F1808_inra",3022,"F1808","F1808_H","DROPS",10.9784645156,3976.6570578447,309.2826699851,65.4622203935,64.1132364552,252.0588583823,295.6499337437,150.5372655988,"CrossValidation"
"Kar12R","Pa405_uh",3023,"Pa405","Pa405_H","DROPS",6.5836426307,3388.6831075139,225.8787065291,65.6712922314,67.0830885079,255.0698167363,302.5594442332,144.2120013889,"CrossValidation"
"Kar12R","LH38_usda",3024,"LH38","LH38_H","DROPS",10.9380112697,4312.2681697302,301.1480107565,64.8352382353,64.6631221205,238.8838610835,296.0979808884,135.7959945203,"CrossValidation"
"Kar12R","Oh02_inra",3025,"Oh02","Oh02_H","DROPS",9.9090510899,3936.8426849917,299.0603419834,70.1621631836,72.6769545808,266.4876004998,306.5690486044,171.4826724845,"CrossValidation"
"Kar12R","UH250_uh",3026,"UH250","UH250_H","DROPS",9.0290837962,3444.8231256844,290.8482688444,60.2270582175,60.7213929161,234.6219208392,287.0933269698,139.6405808821,"CrossValidation"
"Kar12R","B97_usa",3027,"B97","B97_H","DROPS",11.5515497871,4694.7111993596,293.2518948373,65.9142964645,67.2094233536,254.4268410996,305.0933598711,146.8920040498,"CrossValidation"
"Kar12R","F838_inra",3028,"F838","F838_H","DROPS",9.7704400661,4541.209932712,248.8647216123,65.4259044294,67.3997144417,240.1807561771,289.9934583297,148.0011999977,"CrossValidation"
"Kar12R","B104_inra",3029,"B104","B104_H","DROPS",11.3034421841,5291.0411320767,286.3762886705,67.2350980654,69.701085764,256.5262593538,304.5176887185,148.7966359268,"CrossValidation"
"Kar12R","B89_inra",3030,"B89","B89_H","DROPS",8.4422946683,3485.4939616522,273.4658251383,63.2242852336,65.8934827964,246.2359792083,303.964411076,142.0016542695,"CrossValidation"
"Kar12R","NC290_uh",3031,"NC290","NC290_H","DROPS",11.1366591818,4796.1526873864,287.1983875548,64.7076542524,68.0077707574,253.1260197834,312.2329037524,146.9782142684,"CrossValidation"
"Kar12R","UH_P089_uh",3032,"UH_P089","UH_P089_H","DROPS",8.8346144489,3723.6765800556,277.3362589321,63.6397269224,65.2008422691,235.2122024494,288.6201862194,133.8410132174,"CrossValidation"
"Kar12R","EC232_ciam",3033,"EC232","EC232_H","DROPS",9.0681369691,3333.1689441582,311.6321908407,63.8267117036,65.1429957836,258.9553490992,307.6074789832,158.7871052998,"CrossValidation"
"Kar12R","LAN496_inra",3034,"LAN496","LAN496_H","DROPS",8.3495609582,3581.0507630806,273.4935122297,65.2591951983,68.9170785663,237.8120481462,292.3004121674,140.935771011,"CrossValidation"
"Kar12R","EP2008-18_csic",3035,"EP2008-18","EP2008-18_H","DROPS",10.2808907638,4037.5543284109,308.03157325,62.9391214505,64.5595125438,245.1217574123,298.7220309532,136.3109698387,"CrossValidation"
"Kar12R","F7081_inra",3036,"F7081","F7081_H","DROPS",10.3123922752,4184.7446684092,297.1462852294,64.9350582508,65.6464109591,255.034752128,308.2338814722,165.9827187609,"CrossValidation"
"Kar12R","HMV5422_Martonvasar",3037,"HMV5422","HMV5422_H","DROPS",11.4685173852,5028.294739522,269.5017328378,66.7860381168,67.0174989356,270.3847428774,310.7575621451,147.9356410937,"CrossValidation"
"Kar12R","Os426_inra",3038,"Os426","Os426_H","DROPS",8.1535143948,3260.3189434308,294.9055317838,68.1142273169,69.4558849299,257.944121312,305.8774762807,158.1542769874,"CrossValidation"
"Kar12R","PHG39_usda",3039,"PHG39","PHG39_H","DROPS",11.863073195,4923.5581447143,293.1359938576,69.0049101834,69.3084762159,252.299766029,300.7185272127,137.2711732691,"CrossValidation"
"Kar12R","F7001_inra",3040,"F7001","F7001_H","DROPS",9.9822993296,4529.9818312572,254.9634848447,64.3012434324,65.507083607,267.2312448969,310.0045903296,163.6394268073,"CrossValidation"
"Kar12R","LH74_inra",3041,"LH74","LH74_H","DROPS",10.3719222752,4286.0926673755,287.2272622752,65.7785879895,64.916714673,242.6354413059,297.884320357,144.9480055022,"CrossValidation"
"Kar12R","HMV5405_Martonvasar",3042,"HMV5405","HMV5405_H","DROPS",11.3764313043,4161.0039848219,311.901554416,65.2246498972,65.4061875305,256.1776516528,300.6531187365,155.7146476029,"CrossValidation"
"Kar12R","F924_inra",3043,"F924","F924_H","DROPS",10.0833707735,4306.8761334077,282.9516166874,65.6385988425,64.6978814636,254.550452965,303.8531436799,152.4773857949,"CrossValidation"
"Kar12R","EZ40_csic",3044,"EZ40","EZ40_H","DROPS",10.3821011733,4401.9898002278,282.0061952092,64.5745209152,65.4007425748,238.0676454805,287.3420160368,142.9843720465,"CrossValidation"
"Kar12R","W23_uh",3045,"W23","W23_H","DROPS",8.4917427346,4051.460958162,243.2090024367,65.5948930454,66.7870731726,263.8525236862,310.2407739251,152.1943293874,"CrossValidation"
"Kar12R","Mo17_inra",3046,"Mo17","Mo17_H","DROPS",9.8146835033,3538.2846126475,338.9405508554,67.8114800575,70.3258901228,248.610380026,305.826912658,150.2836116461,"CrossValidation"
"Kar12R","W9_inra",3047,"W9","W9_H","DROPS",7.8789669745,3865.4021393105,245.179396068,61.4181815424,61.9817609817,237.291290439,281.7296337681,140.9589645216,"CrossValidation"
"Kar12R","F7025_inra",3049,"F7025","F7025_H","DROPS",9.223658888,3742.6854238671,289.650688682,64.0017412596,65.0301014439,249.0847136005,297.0600010201,147.2049553485,"CrossValidation"
"Kar12R","CO109_inra",3050,"CO109","CO109_H","DROPS",8.6006230355,3598.0594149204,280.1613658672,62.9527754837,64.1259371371,247.3711654452,301.9505467905,152.9951494817,"CrossValidation"
"Kar12R","PHG83_usda",3051,"PHG83","PHG83_H","DROPS",11.9135988402,4495.7834217742,319.6963831786,67.3125726417,68.3813106977,246.2494769271,303.3506335139,146.8446523433,"CrossValidation"
"Kar12R","N25_inra",3052,"N25","N25_H","DROPS",10.1806534475,4164.6530304878,290.5789192464,69.3741320538,70.7043444893,255.6631228006,306.730715397,152.3171981601,"CrossValidation"
"Kar12R","B107_inra",3053,"B107","B107_H","DROPS",11.1102306441,4559.8606916766,284.897569028,66.5127839699,67.7040386384,254.3445867933,306.5080618927,146.6930432569,"CrossValidation"
"Kar12R","F748_inra",3054,"F748","F748_H","DROPS",10.1631456409,4449.3471890617,271.9819006662,65.6504216242,66.6320388212,237.4336266218,297.5362027509,144.7012884158,"CrossValidation"
"Kar12R","PHG86_usda",3055,"PHG86","PHG86_H","DROPS",12.2012099999,4918.2683677359,297.1090795532,65.8301498039,65.6312707789,244.5237029044,291.9716386372,146.5443035501,"CrossValidation"
"Kar12R","DK78371A_usda",3056,"DK78371A","DK78371A_H","DROPS",12.3119532876,4680.4670848033,323.2015651803,66.6587480173,66.8946705493,258.2751543191,310.6873512905,144.31979924,"CrossValidation"
"Kar12R","F712_inra",3057,"F712","F712_H","DROPS",10.9185868493,5077.4590880343,251.9130977222,65.6133360685,67.1047256429,270.8734586047,317.9058773483,163.2914100127,"CrossValidation"
"Kar12R","HMV5325_Martonvasar",3058,"HMV5325","HMV5325_H","DROPS",10.3427467371,4153.04452151,283.2102731047,62.8502188668,64.6816243087,258.513535377,311.2129368353,139.5779466137,"CrossValidation"
"Kar12R","B113_uh",3059,"B113","B113_H","DROPS",9.5000332483,4585.2226031084,256.0815901212,66.0375585726,67.8965267861,247.649110328,296.7660305914,140.5314885926,"CrossValidation"
"Kar12R","LH145_usda",3060,"LH145","LH145_H","DROPS",9.4573795881,3664.055078866,283.2544507322,62.1526704451,63.2231313858,243.1196250162,297.6141222843,136.8770072321,"CrossValidation"
"Kar12R","PB98TR_inra",3061,"PB98TR","PB98TR_H","DROPS",9.6019033868,4147.0647551452,281.0227454517,67.0715283121,71.9636474648,258.860857372,307.1375759138,163.5379539945,"CrossValidation"
"Kar12R","PB116_inra",3062,"PB116","PB116_H","DROPS",7.4342307944,3413.5733579567,257.103154053,65.2687810374,65.8553915652,240.3468174877,288.0490512807,149.4598981584,"CrossValidation"
"Kar12R","W602S_uh",3063,"W602S","W602S_H","DROPS",9.7552477471,4395.4350118465,244.9971550853,63.1178414038,65.8123658011,228.6931002639,281.0684337307,132.3872733862,"CrossValidation"
"Kar12R","N6_inra",3064,"N6","N6_H","DROPS",7.9467867114,3499.2230523197,271.3092933702,66.286828811,67.4131611395,246.651947714,297.555604888,152.7757555324,"CrossValidation"
"Kar12R","F918_inra",3065,"F918","F918_H","DROPS",11.3085379281,4383.7987544504,313.4381753153,67.9890338618,69.4864035578,253.5127623169,304.0550585867,148.4131686486,"CrossValidation"
"Kar12R","B106_inra",3066,"B106","B106_H","DROPS",11.1570641703,4955.3476803486,281.9602394935,70.8664032762,73.4694609679,257.2504829906,307.1524431999,140.3032811893,"CrossValidation"
"Kar12R","AS5707_usda",3067,"AS5707","AS5707_H","DROPS",9.7885657215,4689.4190724273,253.9743959641,68.8166366033,70.5768389868,253.0260116507,305.6077239496,143.8012774804,"CrossValidation"
"Kar12R","Lp5_usda",3069,"Lp5","Lp5_H","DROPS",11.0925036597,4570.9747454396,284.5553009757,62.4387592615,63.4352730925,247.3930047201,300.1210177896,144.971041452,"CrossValidation"
"Kar12R","EM1163_inra",3070,"EA1163","EA1163_H","DROPS",6.7412662994,3246.378116642,236.7688397556,61.9253956559,64.1224637759,257.8562607121,308.5788148318,136.157284478,"CrossValidation"
"Kar12R","LH82_inra",3072,"LH82","LH82_H","DROPS",11.0446209354,4712.3391877875,265.5283787356,64.4386737079,63.7217288943,237.457504709,288.0070431864,133.1581729187,"CrossValidation"
"Kar12R","B108_uh",3074,"B108","B108_H","DROPS",9.8724607032,4163.8533617784,284.8915238155,64.920865238,66.2252781349,251.3517513329,295.6873111516,139.0083173203,"CrossValidation"
"Kar12R","UH_P128_uh",3075,"UH_P128","UH_P128_H","DROPS",9.6399260641,3490.7538309128,306.8114555333,62.6126628054,63.5936498119,240.2084214045,290.2471613364,145.5560144626,"CrossValidation"
"Kar12R","EP51_csic",3076,"EP51","EP51_H","DROPS",9.6839196685,4039.8638620517,317.0534818075,62.2969744629,63.6219848142,244.4484508035,294.9778312692,140.0938453557,"CrossValidation"
"Kar12R","PHH93_usda",3077,"PHH93","PHH93_H","DROPS",10.2469527208,4108.2703870422,291.0575578816,64.6748538401,65.4373829602,246.6146210986,301.281464995,145.0887068791,"CrossValidation"
"Kar12R","EP55_csic",3078,"EP55","EP55_H","DROPS",7.3074557702,3417.9724472101,255.497742052,63.3886416553,65.0239063964,242.5722429721,293.312351409,156.9688058589,"CrossValidation"
"Kar12R","B98_uh",3079,"B98","B98_H","DROPS",10.924051471,5015.0059695319,267.140498915,67.6976105979,70.2555156122,275.5261016348,313.3754662624,152.3581304188,"CrossValidation"
"Kar12R","ML606_usda",3080,"ML606","ML606_H","DROPS",10.4114286945,4037.6256762511,308.6723080255,63.964470756,66.3784780802,236.5154757362,291.2253319941,132.243740641,"CrossValidation"
"Kar12R","DKFBHJ_usda",3081,"DKFBHJ","DKFBHJ_H","DROPS",10.3336762033,3958.6349672485,296.3173576687,63.9462646637,65.3473811046,258.6901522366,306.8421630258,138.3136903967,"CrossValidation"
"Kar12R","PHG47_usda",3082,"PHG47","PHG47_H","DROPS",11.147277351,5167.2977889608,250.3118529835,63.7059202958,64.2591758738,241.6442892404,299.968225996,137.0938063152,"CrossValidation"
"Kar12R","PHB09_usda",3083,"PHB09","PHB09_H","DROPS",11.1438566899,4389.9770490449,299.708202159,65.0822482052,66.7041373259,254.0085825339,293.5328312174,150.6016838939,"CrossValidation"
"Kar12R","F98902_inra",3084,"F98902","F98902_H","DROPS",11.4995842572,4538.725927409,296.1192149654,65.6017307604,65.7740774306,254.5861444457,309.712227394,156.8713504652,"CrossValidation"
"Kar12R","B37_inra",3085,"B37","B37_H","DROPS",11.3612640938,4892.2885476016,290.6926013614,67.9129548702,70.0103877574,252.5126805237,307.6706154479,145.2558284014,"CrossValidation"
"Kar12R","FV353_inra",3086,"F353","F353_H","DROPS",9.4124680022,3560.2720669404,294.8439093309,62.3329951094,63.068179743,242.1849834221,292.9880492849,146.4653496406,"CrossValidation"
"Kar12R","EC136_ciam",3087,"EC136","EC136_H","DROPS",9.0972708202,3393.3291517425,311.1652784218,61.0810419452,62.8060287257,244.4240122907,300.5025078141,131.6972526661,"CrossValidation"
"Kar12R","W95115_inra",3088,"W95115","W95115_H","DROPS",8.6749112832,3689.5765895162,273.6210250652,63.1876152349,64.4375056686,232.6122153692,291.909737187,140.7382277487,"CrossValidation"
"Kar12R","Pa91_inra",3089,"Pa91","Pa91_H","DROPS",13.1548645487,5447.9477995901,313.4339958184,71.7999071836,74.6473527989,265.8005692817,312.7179436468,137.8286032217,"CrossValidation"
"Kar12R","EA3076_csic",3090,"EA3076","EA3076_H","DROPS",9.6798005031,4175.2399846935,282.3855680978,65.7826363032,68.2834039114,255.668443862,309.4614507532,147.3513021477,"CrossValidation"
"Kar12R","PHK76_usda",3091,"PHK76","PHK76_H","DROPS",10.9840529244,4317.5722283411,300.2488175668,65.004035073,65.0982469352,252.3686741982,298.305914621,150.1119310712,"CrossValidation"
"Kar12R","EP10_csic",3092,"EP10","EP10_H","DROPS",8.242909342,3824.1158574503,253.6567191906,64.9204286985,65.4403775698,240.6457375907,289.9623129362,133.9785550341,"CrossValidation"
"Kar12R","NDB8_inra",3094,"NDB8","NDB8_H","DROPS",7.9113657839,2949.9990584025,304.9750213938,63.7308378777,63.5794044789,248.6397437333,297.02449766,159.6173369032,"CrossValidation"
"Kar12R","MS71_uh",3096,"MS71","MS71_H","DROPS",9.2068704749,3962.7371183685,270.3203941468,64.7453418483,64.0260708633,241.6619655424,292.2461284655,141.102769822,"CrossValidation"
"Kar12R","DK4676A_usda",3097,"DK4676A","DK4676A_H","DROPS",9.1743016872,3436.8959067069,315.5729877719,62.1745627795,61.4849616213,247.5616187104,293.8511174015,137.2149314424,"CrossValidation"
"Kar12R","EP29_csic",3098,"EP29","EP29_H","DROPS",10.3759426211,4520.6062040895,278.1576808129,64.866572451,65.6918424844,253.9948402779,302.3765930427,147.2248456125,"CrossValidation"
"Kar12R","NC358_uh",3099,"NC358","NC358_H","DROPS",11.385711011,6099.1904182874,236.9753426734,70.1367082779,71.6686649757,249.3103915173,291.5945712758,147.3028597664,"CrossValidation"
"Kar12R","LH93_usda",3100,"LH93","LH93_H","DROPS",10.0363807878,4594.702736488,261.5001670149,66.8529862409,68.5597921727,250.1646953494,301.4516014835,149.6412014565,"CrossValidation"
"Kar12R","11430_usda",3101,"11430","11430_H","DROPS",10.0103998503,3957.0078327861,282.4070197009,64.5621684688,65.0194136474,243.8538450741,295.5744406815,136.5504999586,"CrossValidation"
"Kar12R","A3_inra",3102,"A3","A3_H","DROPS",7.1869295264,3585.1299721583,240.8395816139,65.0393570163,66.8276645467,255.8706391642,304.3406382112,145.6524461057,"CrossValidation"
"Kar12R","A375_inra",3103,"A375","A375_H","DROPS",8.5611384888,4005.9872887252,254.1471995677,64.9187196736,65.4691559272,244.6753238272,295.2324761386,155.7671176729,"CrossValidation"
"Kar12R","B109_uh",3104,"B109","B109_H","DROPS",12.5136068073,5565.4765404767,281.4730716673,65.1458205637,66.0376811834,258.7560428911,302.1718945293,144.0345183582,"CrossValidation"
"Kar12R","B110_uh",3105,"B110","B110_H","DROPS",11.3321934544,4862.211702809,297.3027261588,66.7080111642,69.6889051319,251.0698593341,300.2461832107,139.7315479867,"CrossValidation"
"Kar12R","C103_inra",3106,"C103","C103_H","DROPS",9.1091142733,3673.6637532539,303.7647911563,68.7881589101,72.204277728,254.45300701,308.3130905846,137.8644087823,"CrossValidation"
"Kar12R","CR1Ht_usda",3107,"CR1Ht","CR1Ht_H","DROPS",8.8468789438,3518.5872489338,283.8668129289,62.0667907929,63.7991282793,235.3351611368,286.6680434372,133.3526105168,"CrossValidation"
"Kar12R","D09_uh",3108,"D09","D09_H","DROPS",8.6530432678,3694.2724784705,261.4264129959,59.1207891049,60.5844488251,246.7446868544,296.5921302096,139.6647467134,"CrossValidation"
"Kar12R","DE811_inra",3109,"DE811","DE811_H","DROPS",10.9251106942,5268.6510331207,270.8626008619,68.5898398934,71.9333988371,248.4316558815,301.7449097525,139.1492170226,"CrossValidation"
"Kar12R","DK78010_usda",3110,"DK78010","DK78010_H","DROPS",10.4758630393,3653.9814376526,330.2643609493,64.6979649051,64.1040760835,248.2986049152,302.4835953841,140.2865511191,"CrossValidation"
"Kar12R","DKFAPW_usda",3111,"DKFAPW","DKFAPW_H","DROPS",10.1502602791,4541.178333028,278.1513593514,63.5861647284,65.1213833965,246.7769091634,299.9031772556,135.9101331598,"CrossValidation"
"Kar12R","DKIBO2_usda",3112,"DKIBO2","DKIBO2_H","DROPS",11.0815880527,3926.1903966086,319.160129404,61.7858444616,62.9079921774,260.152936075,304.9085954042,149.3031107163,"CrossValidation"
"Kar12R","DKMBST_usda",3113,"DKMBST","DKMBST_H","DROPS",12.3264608935,5907.5918419421,258.775256382,65.3869762585,65.7507579591,247.0835412501,307.1078399364,135.1933064058,"CrossValidation"
"Kar12R","EC140_ciam",3114,"EC140","EC140_H","DROPS",9.0070606293,4177.0750056882,254.1287394729,62.0949452068,63.6026444614,239.7547991512,296.1097269066,128.883755403,"CrossValidation"
"Kar12R","EC151_ciam",3115,"EC151","EC151_H","DROPS",7.1918017234,3579.4940719231,237.7168517365,65.5357510581,67.6009490905,239.8823354078,292.060029373,145.3462525375,"CrossValidation"
"Kar12R","EC169_ciam",3116,"EC169","EC169_H","DROPS",9.223887237,4124.4681874091,251.2088211695,61.8552245214,62.3119148353,244.9866113358,296.6586986009,142.2442330697,"CrossValidation"
"Kar12R","EC175_ciam",3117,"EC175","EC175_H","DROPS",9.1862844416,3686.6395989386,277.8266347249,63.0422790476,64.4705617795,260.0657429921,313.4325368992,153.9568412767,"CrossValidation"
"Kar12R","EC242C_ciam",3118,"EC242C","EC242C_H","DROPS",10.8929280391,4470.747472331,280.6951532692,63.3614842523,62.4313176199,238.0015329657,292.5778285666,138.117546529,"CrossValidation"
"Kar12R","EC334_ciam",3119,"EC334","EC334_H","DROPS",9.6145792909,3867.7227019484,290.5679887195,67.6269584769,67.3771751694,249.888260727,303.6286791054,142.4423409432,"CrossValidation"
"Kar12R","EM1027_inra",3120,"EA1027","EA1027_H","DROPS",8.2373845849,3266.4611508288,300.4268127178,65.5513166503,68.9362271733,241.7619516039,298.4983088183,150.6992430807,"CrossValidation"
"Kar12R","EP2008-22_csic",3121,"EP2008-22","EP2008-22_H","DROPS",7.4165727576,3143.1274049027,283.7279136938,61.1231049443,62.2063722876,240.1261564844,282.5089457882,124.0991922556,"CrossValidation"
"Kar12R","EP67_csic",3122,"EP67","EP67_H","DROPS",8.3380818611,3664.2252122919,269.350040696,62.0037217937,63.6251948233,233.289414333,278.2770988347,139.1069703166,"CrossValidation"
"Kar12R","EP72_csic",3123,"EP72","EP72_H","DROPS",7.5914294162,3706.243177066,242.648274073,64.4735360565,67.1785834505,244.3822252793,295.8798234749,146.5792141911,"CrossValidation"
"Kar12R","EP77_csic",3124,"EP77","EP77_H","DROPS",9.0015196178,4079.9941734816,255.8802307967,61.9646595757,61.5038144445,254.0929370615,307.9062247047,144.3007296568,"CrossValidation"
